,pl_mass,st_mass,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,1.0,1.0,1.0,1.7742297750969218,1.0,5331100786.672597,84562219.12887189,Jackson,-0.42431659033456515,-0.6212271634422643,GP,0.11998758682791046,3.1446740000038336e+17,0.22613921826172267,0.11998758682791046
1,1.0,1.0,1.0,1.657279538738934,1.0,9890542113.966162,60160145.15487272,Jackson,-0.4541848837549112,-0.7454169527289727,log,0.35486144015223,8.688055311969551e+17,0.817266791239132,0.35486144015223
2,1.0,1.0,1.0,6.9631461471261975,1.0,697616068.658051,16948314.036938697,Jackson,-0.32786766481803686,-0.791274473865599,GP,0.0801731657621592,7.664677773683046e+17,0.8308497059269387,0.0801731657621592
3,1.0,1.0,1.0,0.7262428745788132,1.0,5041071253.364266,78414366.8797045,Selsis,-0.3521903314764031,-0.6588574358650474,GP,0.2585247778062128,1.0333918258273366e+18,0.7003236984299025,0.2585247778062128
4,1.0,1.0,1.0,0.5820025121037955,1.0,9482124182.217829,72819660.62566283,Selsis,-0.4324525477667449,-0.7521609183614405,linear,0.17611244779939866,2.4369345759502434e+20,0.4541492322596754,0.17611244779939866
5,1.0,1.0,1.0,4.411804430102357,1.0,1207364495.2274206,83277207.54754637,Jackson,-0.33689761101232546,-0.7887948009094905,GP,0.13363519508224722,3.6333615650417146e+17,0.10381405159120716,0.13363519508224722
6,1.0,1.0,1.0,0.7156832194941344,1.0,5240174514.341846,46864886.383533545,Selsis,-0.3534796029203613,-0.7751024502538051,linear,0.12905143742562555,4.460363718391834e+20,0.5776890258150695,0.12905143742562555
7,1.0,1.0,1.0,4.867706256565901,1.0,1070928536.3863139,39925000.19710312,Jackson,-0.3632885986488901,-0.7125510240340336,GP,0.3712738017913102,4.7014564631002765e+17,0.7741273824715783,0.3712738017913102
8,1.0,1.0,1.0,3.2889163105025387,1.0,1766942804.3100672,10656408.129287839,Jackson,-0.40209637958069344,-0.7625396829746868,linear,0.3186845780040672,2.078323526610182e+20,0.5993158065387503,0.3186845780040672
9,1.0,1.0,1.0,3.0825466827864125,1.0,1940627066.1566617,75688495.17508478,Jackson,-0.3498913225507482,-0.6799511241146723,linear,0.08016874735059389,1.9072550524110356e+20,0.3937879329189159,0.08016874735059389
10,1.0,1.0,1.0,2.4965878016450778,1.0,2661977851.3095737,79406493.69106717,Jackson,-0.3579318502091478,-0.7488250271574636,linear,0.15934402089378663,1.5675806408120428e+20,0.3989935349203999,0.15934402089378663
11,1.0,1.0,1.0,0.5727226660541426,1.0,9971852954.556564,27877005.954397444,Selsis,-0.48568871039329253,-0.6440881861427818,GP,0.19923007628535572,1.866317258510731e+18,0.4811723287109345,0.19923007628535572
12,1.0,1.0,1.0,4.948681682921825,1.0,1049704875.675543,64361426.74532081,Jackson,-0.45310677191863574,-0.7220555892446694,GP,0.35020539833458636,2.1956369002929197e+17,0.6554594633020936,0.35020539833458636
13,1.0,1.0,1.0,5.168809359374036,1.0,760252534.7323346,1803665.2283815588,Selsis,-0.3042434392926087,-0.6508860316690992,linear,0.09901058773104733,9.392387712871533e+20,0.17729993489463114,0.09901058773104733
14,1.0,1.0,1.0,4.0723870991437,1.0,917760980.4219854,90115931.84062892,Selsis,-0.45535006489623864,-0.7014267517641923,GP,0.21378936367796678,4.518663626183056e+17,0.6973504925497775,0.21378936367796678
15,1.0,1.0,1.0,1.7079212396251076,1.0,7479866619.257035,14796766.165318219,Jackson,-0.46152960027342343,-0.6468294842262432,GP,0.20856976462757412,4.721971440239994e+17,0.5577747041335298,0.20856976462757412
16,1.0,1.0,1.0,2.132879256328637,1.0,3449344284.063786,30537137.433997285,Jackson,-0.4195368181263493,-0.6442568227062925,linear,0.3975269280814653,2.0034281133530756e+20,0.3267967539976484,0.3975269280814653
17,1.0,1.0,1.0,1.256666955265274,1.0,2602993407.1386743,44467056.41244854,Selsis,-0.30629455256073934,-0.7300236392103344,log,0.21904807018794256,2.523504491042994e+19,0.5096371547490428,0.21904807018794256
18,1.0,1.0,1.0,0.6954545090859383,1.0,5658826085.791118,47159924.74659036,Selsis,-0.49251102878973163,-0.7312359627100079,GP,0.27340184414183677,1.1797918360163743e+18,0.4781143579554251,0.27340184414183677
19,1.0,1.0,1.0,2.80385741767491,1.0,1242570244.6971188,14576810.412771968,Selsis,-0.333189075098857,-0.7414974918437363,log,0.08422696320254443,2.8361634542900466e+19,0.22471685419471688,0.08422696320254443
20,1.0,1.0,1.0,0.7404087615463725,1.0,4880637156.003293,65939519.008917585,Selsis,-0.4490599118109868,-0.6279074801268523,linear,0.17908679787662632,3.003559113554468e+20,0.18163511546854905,0.17908679787662632
21,1.0,1.0,1.0,0.8537589713870903,1.0,4040602270.8750067,10982924.634870797,Selsis,-0.3315238403339505,-0.7863112043990919,log,0.11730796669252767,2.922398874035253e+19,0.3564146712069417,0.11730796669252767
22,1.0,1.0,1.0,0.6636826776434281,1.0,6434506303.640409,98514597.65524068,Selsis,-0.3697152635910525,-0.7694762558281414,GP,0.34088532686820716,5.3994054053172026e+17,0.8242120328060414,0.34088532686820716
23,1.0,1.0,1.0,0.8138106199341145,1.0,4302429012.120527,49446549.22966795,Selsis,-0.3034975772265855,-0.640908607847959,log,0.13958351704071548,2.5575082813072757e+19,0.6432487479921045,0.13958351704071548
24,1.0,1.0,1.0,3.1717039122252833,1.0,1862038285.181967,59388345.526527174,Jackson,-0.2959561375836549,-0.7896809961873764,log,0.14420169773851735,6.617428357592907e+18,0.11756583737950121,0.14420169773851735
25,1.0,1.0,1.0,7.108789876883971,1.0,595068266.4350976,48377928.66945928,Selsis,-0.32308261691064,-0.7903769992855434,GP,0.2053759071610711,5.960906420073765e+18,0.7772139888803755,0.2053759071610711
26,1.0,1.0,1.0,0.890963524437771,1.0,3823332672.399927,67347221.30269852,Selsis,-0.48766961486842675,-0.7985631971537142,linear,0.08256201280795245,2.3988855497140145e+20,0.25477364278541925,0.08256201280795245
27,1.0,1.0,1.0,1.906027195601809,1.0,1736451203.0878296,14815951.134607356,Selsis,-0.3104511398810377,-0.6489720827288004,GP,0.08419592523893887,2.0008900756319687e+19,0.8016422723620714,0.08419592523893887
28,1.0,1.0,1.0,1.963545933734379,1.0,4080399712.9613175,1907296.7168841755,Jackson,-0.41806494416041673,-0.7854884548990834,linear,0.07170415805506852,2.0591457096875183e+20,0.3212933494188501,0.07170415805506852
29,1.0,1.0,1.0,0.7024032557680526,1.0,5509128374.780099,15645898.690845018,Selsis,-0.34945645250902524,-0.6791621048225401,GP,0.31228644424255947,8.03878438929209e+18,0.8985264879204523,0.31228644424255947
30,1.0,1.0,1.0,3.6519741180265064,1.0,1539235637.4141629,71121696.4254582,Jackson,-0.3016023578733268,-0.6917694559130868,linear,0.1909081157664311,3.3996641980570914e+20,0.911118094392166,0.1909081157664311
31,1.0,1.0,1.0,3.905762040438637,1.0,1410768358.7701478,8640334.682453433,Jackson,-0.4596609376519696,-0.7851018471987775,log,0.08376947038512467,2.2788156502169267e+18,0.27434929442350864,0.08376947038512467
32,1.0,1.0,1.0,1.7228620895365743,1.0,6909042833.448554,59991995.30979604,Jackson,-0.4603792444618399,-0.702834573389693,GP,0.08474381448477461,2.6388710464952915e+17,0.6637944946967227,0.08474381448477461
33,1.0,1.0,1.0,0.615010584157086,1.0,8015870627.432576,78732812.24173063,Selsis,-0.37751679126765464,-0.6029304134705838,log,0.052725764788860194,9.022636767564207e+18,0.6158393741131039,0.052725764788860194
34,1.0,1.0,1.0,2.5351916977863063,1.0,2596431110.90276,6007662.355307507,Jackson,-0.3835672098014593,-0.7898418796165213,linear,0.1883269832135697,2.3101981108029207e+20,0.6116465337661843,0.1883269832135697
35,1.0,1.0,1.0,2.6672452244458245,1.0,2398751947.5979037,12880217.29602604,Jackson,-0.4884062757542493,-0.7280872245218467,log,0.09663186918308062,2.1796536202121098e+18,0.44342400021850603,0.09663186918308062
36,1.0,1.0,1.0,0.5935879046852015,1.0,8922229656.577383,98112028.07445768,Selsis,-0.47309124862376273,-0.6309335536999322,linear,0.27874164037615234,1.911775669994e+20,0.6719184629046172,0.27874164037615234
37,1.0,1.0,1.0,0.7783843480261233,1.0,4563869459.190311,26726940.02415709,Selsis,-0.4055827743563125,-0.6600473822460258,linear,0.12815839009679658,4.765760759605117e+20,0.7299978610481174,0.12815839009679658
38,1.0,1.0,1.0,2.461572324933276,1.0,2723909180.5951505,82381749.64865303,Jackson,-0.47693663757645005,-0.6377078985213208,GP,0.2970183033763679,2.3076160065537645e+17,0.6556659688998518,0.2970183033763679
39,1.0,1.0,1.0,1.343887116735799,1.0,2428994004.435482,2686761.5474913535,Selsis,-0.4924576084591375,-0.602571246734293,linear,0.19201733325407333,5.562153189769242e+20,0.9224453363892045,0.19201733325407333
40,1.0,1.0,1.0,1.106758120449711,1.0,2980134573.1752367,54412807.92984772,Selsis,-0.30429790789148115,-0.7960815476609596,linear,0.16640616362441396,5.909497435739376e+20,0.8531209394371648,0.16640616362441396
41,1.0,1.0,1.0,3.873202605363977,1.0,1426126848.726883,73805321.4419773,Jackson,-0.33406398738302084,-0.6921065731723333,log,0.08708385296195158,2.4105288747248783e+18,0.32329499612883594,0.08708385296195158
42,1.0,1.0,1.0,2.9568356186891815,1.0,2061887319.058278,53056479.644076034,Jackson,-0.28023400623252936,-0.6467006856360333,linear,0.054320384907685364,5.4428353978079543e+20,0.9383906044062306,0.054320384907685364
