,pl_mass,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,1.374,0.09,701.087291749344,40.25995682517191,383.17246928765854,0.0037359730883217306,7150123537.221081,68028422.1802965,Selsis,-0.3004184697682212,-0.6238785850545734,log,0.06828666192143085,2.24759744190461e+24,0.1169346118161696,0.06828666192143085
1,1.374,0.09,2093.5332987195907,3201.1381475064304,383.17246928765854,0.00041897507092976074,10718469959.323214,80662788.8091709,Jackson,-0.3753605437428491,-0.7555192475752526,GP,0.050241075528376186,1.7197249603561133e+26,0.12631858203654966,0.050241075528376186
2,1.374,0.09,2275.52829986998,4468.00745559607,383.17246928765854,0.0003546365121416256,3241542307.012917,47321501.773950756,Jackson,-0.37054967562918506,-0.630609863323959,log,0.17135478689165076,7.275875032152005e+26,0.18395012752611806,0.17135478689165076
3,1.374,0.09,488.225214096676,9.4681633751677,383.17246928765854,0.007703844711296925,7391106277.541454,50100917.884750135,Jackson,-0.3631523553047174,-0.7582084924006688,log,0.11004894245460867,1.1212402446965292e+24,0.5867946714633372,0.11004894245460867
4,1.374,0.09,1016.9823387455856,178.25370628826946,383.17246928765854,0.0017755017606674067,3402631903.6859303,92278059.54155518,Selsis,-0.29791568169815075,-0.7070401666441362,GP,0.1431667283067316,1.0688080223871524e+25,0.7764204888106294,0.1431667283067316
5,1.374,0.09,180.58463434836656,0.17721811041275282,383.17246928765854,0.05631010547099566,4827412953.936868,94736116.28291522,Jackson,-0.35125030952207836,-0.7037238298315485,linear,0.1961407049955701,3.5452153821245838e+22,0.5742183743244731,0.1961407049955701
6,1.374,0.09,2239.82874780813,4194.152165334489,383.17246928765854,0.0003660313639748335,10945079144.362127,37766460.339715704,Selsis,-0.40477461693910916,-0.6755234318459997,log,0.17027011911333667,3.756419303721653e+26,0.9747665766529644,0.17027011911333667
7,1.374,0.09,2716.6584116197,9076.63899044884,383.17246928765854,0.00024881574583265756,4749378157.840493,21335669.691726387,Jackson,-0.4513342752036677,-0.7483500372577474,GP,0.3659498866845581,2.705970067343252e+27,0.5984387636302714,0.3659498866845581
8,1.374,0.09,268.1544012165716,0.8616376007222777,383.17246928765854,0.025537481805031115,7307374278.8013935,7706264.075757687,Jackson,-0.47996885798320366,-0.7570922382321381,GP,0.08987528923153715,6.6333310653978695e+22,0.020717190698803956,0.08987528923153715
9,1.374,0.09,345.0195864258961,2.3613476234070814,383.17246928765854,0.015426252246915404,7166170406.997748,87099601.0392795,Selsis,-0.47197364835755656,-0.6835777893598003,GP,0.2814755404247465,2.3516784678473154e+23,0.1284879167982056,0.2814755404247465
