,pl_mass,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,3.21,0.34,267.5180734166336,0.8534880356487443,320.04929475501996,0.1286002085397949,8203480841.465344,34548197.70345447,Selsis,-0.2991161639340659,-0.6769887531863492,log,0.11810290850994658,2337990385175782.0,0.367882101930638,0.11810290850994658
1,3.21,0.34,2207.6965318130688,3958.6073490118824,320.04929475501996,0.0018882921091325643,8574909804.479131,26462584.933860157,Jackson,-0.3942612079704412,-0.7083143924950872,GP,0.12938179068992878,1.0874421819198788e+24,0.9822507816728743,0.12938179068992878
2,3.21,0.34,370.8667474325218,3.152510246886814,320.04929475501996,0.06691325214465564,9430351822.60587,86279303.56500232,Jackson,-0.4096097558458474,-0.6792657087763267,linear,0.49078757298487075,2674321439605149.5,0.9565106488559082,0.49078757298487075
3,3.21,0.34,921.4314311282636,120.1259996945282,320.04929475501996,0.010715854792316263,5002320401.022069,88382806.96273278,Selsis,-0.3288005966071724,-0.7511605678901508,GP,0.06770824924692129,1.9392996051007097e+23,0.5129101648641557,0.06770824924692129
4,3.21,0.34,957.0315789626989,139.79447207825015,320.04929475501996,0.009868972094013656,4052867934.8039846,83258144.2391145,Jackson,-0.36859964233517006,-0.7856635662824367,linear,0.07845309275972494,1.0280936612601983e+23,0.39447912826424725,0.07845309275972494
5,3.21,0.34,1343.7279532467358,543.2882746906648,320.04929475501996,0.0050040913078954335,3440003972.915312,86904897.59334138,Jackson,-0.4127270187032985,-0.7409424304492723,log,0.08282176800433498,4.744376857423288e+22,0.028464633876975953,0.08282176800433498
6,3.21,0.34,176.01598625527083,0.15995336418036635,320.04929475501996,0.2916377253258484,3370775225.3214955,67113991.93556085,Selsis,-0.34165104697576104,-0.7430613106673053,log,0.2084447955731638,945524774945056.2,0.0343126654567536,0.2084447955731638
7,3.21,0.34,255.76663436524714,0.7131164906962638,320.04929475501996,0.13828809298581787,4159177748.63227,67716951.78647818,Jackson,-0.3465432960120385,-0.713442273543744,GP,0.17222379121071038,1170997047166733.0,0.7931899887224466,0.17222379121071038
8,3.21,0.34,1501.6243630868698,847.2862303176692,320.04929475501996,0.0040281107883451015,4737893323.333381,65514424.345880084,Jackson,-0.37216710992120966,-0.7792771676515234,log,0.24518402374168577,3.126184818008425e+23,0.7032084366770173,0.24518402374168577
9,3.21,0.34,285.77503371793705,1.111429868154051,320.04929475501996,0.10811833766700901,421362879.15833,34049922.92870031,Selsis,-0.37646802745356145,-0.6413265676665201,linear,0.16236758844741364,110850952897791.78,0.3086474735511149,0.16236758844741364
