pl_mass,pl_radius,mass_source,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,orbit_source,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,N2O2_frac,C_loss,atmospheric_loss
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1089.881158335597,0.020810561982600086,Kepler,4162690781.280309,86755921.12429367,Selsis,-0.43405014824393606,-0.7185388298639572,GP,0.10209531885721637,0.3482351358768475,5.872777668421146e+21,2.15335181175442e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,2348.8207576067407,0.020810561982600086,Kepler,2335447967.5416408,8917080.21322682,Selsis,-0.43201758681134267,-0.6485238905265962,linear,0.05492289471036198,0.2141700769282774,3.546241913073146e+22,1.3002887014601535e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1051.9059348765593,0.020810561982600086,Kepler,4280178606.3058467,78338860.75884812,Selsis,-0.4647113011340635,-0.686469312426833,linear,0.06249674759453925,0.9689899644551772,3.6405665019100066e+22,1.334874384033669e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,2273.453164665876,0.020810561982600086,Kepler,2392058357.721056,94468252.71312143,Selsis,-0.46921371344752827,-0.7729188830696619,linear,0.2601897712575729,0.9187629231863468,2.743560478804876e+22,1.0059721755617879e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,209.77711983006674,0.020810561982600086,Kepler,11209105721.25128,11527350.44043701,Jackson,-0.2999620901597782,-0.793413264622356,linear,0.17302395124331496,0.007085887303390215,4.7143255539527476e+22,1.7285860364493406e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,870.2752520512842,0.020810561982600086,Kepler,2596508726.5620914,43934773.61748916,Jackson,-0.3112964806032419,-0.6131593145499796,GP,0.4517174750441643,0.40188051054096174,5.187222034655926e+21,1.9019814127071725e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,602.3791696741961,0.020810561982600086,Kepler,6727009312.243078,58910052.13433945,Selsis,-0.3792408996299437,-0.6267015740056914,log,0.24019015704184254,0.7348429079781095,8.361986632048382e+21,3.0660617650844065e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,229.31500528907435,0.020810561982600086,Kepler,10140671514.326849,99142133.94825867,Jackson,-0.35466433499758815,-0.6032904879844458,GP,0.4587133422544918,0.17746475757783153,6.883279251923349e+21,2.523869059038561e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,584.4159836070296,0.020810561982600086,Kepler,3810496513.039088,86672912.96094067,Jackson,-0.44752860221577284,-0.6651626598970739,GP,0.096403622399717,0.03189964327232264,2.9268921011657633e+21,1.0731937704274465e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,2457.312496911931,0.020810561982600086,Kepler,2259471027.9057,42008660.068745784,Selsis,-0.49497005694664953,-0.6708545358048539,GP,0.19118473896270854,0.03642708074794565,4.922106721265874e+21,1.8047724644641538e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,484.4220243230262,0.020810561982600086,Kepler,8089921279.784593,96823790.28273077,Selsis,-0.4028509942130904,-0.7582933336731729,linear,0.18096996473975993,0.5647939103227848,4.544679399877599e+22,1.6663824466217863e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,659.6854037372191,0.020810561982600086,Kepler,3384589517.4656296,33795311.57894941,Jackson,-0.35270113219035737,-0.6715400269176156,log,0.16694839234596393,0.23027892323590737,3.669702994546643e+21,1.3455577646671025e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1129.636609608705,0.020810561982600086,Kepler,4047637999.5278506,34659125.34760895,Selsis,-0.3504305568486833,-0.7023188362093878,GP,0.3948046908433798,0.257888263243767,8.424599630119578e+21,3.0890198643771785e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,6123.030458761322,0.020810561982600086,Kepler,1181053821.5179749,51119609.267816916,Selsis,-0.3670610260618587,-0.7245332310889352,linear,0.1685301928685442,0.015150570866140578,2.499850465440159e+22,9.166118373280583e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1645.0834128360254,0.020810561982600086,Kepler,3037878511.60982,78177996.69285205,Selsis,-0.29641807966717093,-0.6635093989843679,GP,0.09175043714923563,0.7259030002981555,1.0984636098667272e+22,4.027699902844666e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1119.8816061806797,0.020810561982600086,Kepler,4075161438.6717286,20024642.28002498,Selsis,-0.4539483107868866,-0.7830011150911529,linear,0.2517297169983905,0.8436281168966234,3.580632406612547e+22,1.3128985490912672e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,877.3811617614566,0.020810561982600086,Kepler,4942131590.8568735,74504190.48016755,Selsis,-0.44200294298616605,-0.6992222078399499,log,0.09200647175751922,0.7335250327059696,5.65560839366117e+21,2.0737230776757624e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,403.2924191648511,0.020810561982600086,Kepler,9482912606.146713,1267314.0865200758,Selsis,-0.482481940342215,-0.648377208747968,log,0.06057979565682142,0.13628369270351137,7.587497886689925e+21,2.7820825584529725e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,502.0878729878188,0.020810561982600086,Kepler,4431380482.939176,26985493.619773783,Jackson,-0.29398824462598544,-0.6340038317210519,log,0.19391417989170687,0.9572270458726581,6.106125019779463e+21,2.23891250725247e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1932.2939940686238,0.020810561982600086,Kepler,2695832805.484795,97472403.37694138,Selsis,-0.39997499326208563,-0.7019969372060062,linear,0.06861931556999983,0.9621332938008594,3.413281996027217e+22,1.2515367318766462e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1197.1588523594921,0.020810561982600086,Kepler,3868641037.4628515,65990153.98879105,Selsis,-0.4116292529651573,-0.7294829022489634,log,0.25893230558398866,0.2591308089479212,5.491301558145095e+21,2.0134772379865347e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,2672.509594133322,0.020810561982600086,Kepler,946275508.2093788,46793495.25156372,Jackson,-0.2831581778994782,-0.6855259349836641,log,0.13714084789224648,0.9830694070096131,3.0088218449397584e+21,1.1032346764779113e+22
3.21,1.28,catalog,0.34,680.9581484937235,36.0,3397.4446902474965,0.020810561982600086,Kepler,1787276644.478338,73444536.73535943,Selsis,-0.4058955552176974,-0.7743501545380546,linear,0.36742495341653586,0.44419201982722045,2.7435279456693656e+22,1.005960246745434e+23
3.21,1.28,catalog,0.34,680.9581484937235,36.0,1642.44786649962,0.020810561982600086,Kepler,3041518646.0057063,44090371.03116758,Selsis,-0.42633471463841516,-0.7817042238689338,linear,0.12697090335775335,0.04167984618998821,3.354476526256978e+22,1.2299747262942251e+23
