,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,0.7,4741.76235874096,84244.98634351385,0.044058097901919266,0.0012943995684378737,3673951277.695275,42534397.27595007,Selsis,-0.3069003487049608,-0.6902122791754817,log,0.364118183410312,7.811771545150777e+24,0.30490264525908595,0.364118183410312
1,0.7,3562.024740593656,26827.033489066456,0.044058097901919266,0.0023288330117400106,5254470075.943895,3511114.1989989043,Selsis,-0.418481811450767,-0.6338741967648519,log,0.12468084956763205,2.8677468166375837e+24,0.5664887838278554,0.12468084956763205
2,0.7,2778.2933452887405,9928.812736903923,0.044058097901919266,0.003770437374472449,3197730438.9971285,5964050.46034645,Jackson,-0.38953217760868075,-0.6342265417731198,GP,0.12750424237098662,1.1271559861776623e+24,0.7770069787273436,0.12750424237098662
3,0.7,1821.2938095762559,1833.6015646380067,0.044058097901919266,0.008818768199676037,4416603868.5922,2483047.0866311053,Jackson,-0.4337864882416156,-0.6584887756938426,log,0.1913050893524363,2.185327560071888e+23,0.8639870789740364,0.1913050893524363
4,0.7,4109.285291185768,47517.1188233356,0.044058097901919266,0.0017592700455789014,5652945518.898043,3003112.9506426365,Jackson,-0.32816857673929134,-0.757454880546256,log,0.07453235834408241,5.636234145603925e+24,0.2839247139653439,0.07453235834408241
5,0.7,484.57020115776305,9.18780436098389,0.044058097901919266,0.12499639109300702,4710373436.578433,1168542.2635456154,Jackson,-0.41487882203882365,-0.6903286752230193,log,0.18816726526667615,1.611348090263729e+21,0.1389623912676584,0.18816726526667615
6,0.7,429.14357400060004,5.651911854954995,0.044058097901919266,0.15803115036995818,3267165745.9040303,8241957.777349244,Selsis,-0.4634870683988265,-0.6240345123439273,log,0.33529515163992185,1.0843805795898533e+21,0.38773451672159165,0.33529515163992185
7,0.7,357.05777155909647,2.7085626517732435,0.044058097901919266,0.22846534010060943,4062857382.012335,24388539.607654624,Jackson,-0.41306551519002815,-0.760934725697546,log,0.4319546772112694,2.909232274678871e+20,0.15163384996669316,0.4319546772112694
8,0.7,3263.6381731915953,18905.707825550537,0.044058097901919266,0.0027425160988085585,4297078039.770321,9936084.256394282,Selsis,-0.30351046922402947,-0.7935610165103718,GP,0.0848782479675228,3.581185902228664e+24,0.72337786016164,0.0848782479675228
9,0.7,132.75007227636266,0.05175162484089648,0.044058097901919266,1.7095120315899561,6838567653.094652,7458933.573602224,Jackson,-0.4044855761416458,-0.691725976651002,GP,0.10504237422333655,2.9424838491836324e+16,0.5453453091001992,0.10504237422333655
10,0.7,4238.8198517560195,53797.83064687944,0.044058097901919266,0.0017666434293651017,11872234070.286144,35029093.71790694,Selsis,-0.3746307720935007,-0.7849888149244779,linear,0.14716850285782296,1.2740656062087568e+26,0.9295163822596337,0.14716850285782296
11,0.7,785.1368047779254,63.323698125593424,0.044058097901919266,0.049689402120758216,8403753834.847432,77756493.94218066,Jackson,-0.3706702630191373,-0.7826412653850786,log,0.23505109985388895,1.1551648546893018e+22,0.7142916901286231,0.23505109985388895
12,0.7,2856.0977835515278,11088.612674080496,0.044058097901919266,0.0036582288430634415,6009474614.339994,52276748.00339708,Selsis,-0.4808723200373147,-0.6953807947980872,log,0.0886121861930783,9.710577608906301e+23,0.10597554041967694,0.0886121861930783
13,0.7,3148.2806302532413,16371.130656428097,0.044058097901919266,0.0028975915028914166,1799032219.1318493,2415477.406328499,Jackson,-0.3980919430639111,-0.6412692277687143,GP,0.08068439993781638,1.538793157957294e+24,0.7779824115785275,0.08068439993781638
14,0.7,578.4853647890584,18.66183862105973,0.044058097901919266,0.09140760150074483,8294324866.005725,71387835.13209541,Selsis,-0.49000569211263856,-0.6280752850469375,log,0.23909495082529683,3.1709604687850646e+21,0.14918864436132295,0.23909495082529683
15,0.7,1515.6007859415076,879.2739614280935,0.044058097901919266,0.012825919155303336,5048837329.442116,4686634.9036946,Selsis,-0.3486686306332346,-0.759889710358102,log,0.181290393062925,1.4575389969940607e+23,0.9786563434828972,0.181290393062925
16,0.7,2670.316779508938,8472.977712033391,0.044058097901919266,0.004023988861777534,1701588363.431576,66601175.21408701,Selsis,-0.4581515913734535,-0.6699224989997701,log,0.4497179580401009,6.507860206851625e+23,0.5224406034723698,0.4497179580401009
17,0.7,366.9992542819608,3.023052240767388,0.044058097901919266,0.21469397452477648,2391061881.629248,8592083.237591654,Selsis,-0.35856460145378444,-0.7940558800175773,linear,0.12180972525319292,1.0625581004616335e+22,0.4408148188499518,0.12180972525319292
18,0.7,210.27289195003482,0.32577524191415064,0.044058097901919266,0.6716033476367241,5620154224.163112,42462914.418696105,Selsis,-0.4236101694441279,-0.7498221939678691,GP,0.2230563380284105,1.537556407977236e+18,0.8586946705595959,0.2230563380284105
19,0.7,1133.6879919162147,275.27014484172236,0.044058097901919266,0.023637505993750148,7666448344.970611,60815884.354125485,Jackson,-0.28005399694912064,-0.6394623702597672,linear,0.38950382610468903,1.6388641054769755e+24,0.7112510865931303,0.38950382610468903
