,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,0.2,2938.1784026639034,12419.313022516028,745.4143794822239,0.0006205711832543666,2370387886.166369,1022545.2153779233,Selsis,-0.3000461337531789,-0.7064675165981823,log,0.14855968254857635,9.963107831696784e+23,0.5891304072382251,0.14855968254857635
1,0.2,4433.863389923924,64404.19517133933,745.4143794822239,0.00027251054536428537,2533409729.1680937,70952409.70609178,Selsis,-0.28276521193765247,-0.7991951966812594,log,0.06806812447092962,5.267832015314064e+23,0.29563081336189156,0.06806812447092962
2,0.2,229.7327658278136,0.46416959599340385,745.4143794822239,0.10150841501673125,3983250193.554484,3650970.3453929876,Selsis,-0.3636889051427963,-0.7137879524392303,log,0.12061292010506523,2.0561265440218728e+22,0.09498273888882114,0.12061292010506523
3,0.2,1903.8327758624366,2189.2740131762666,745.4143794822239,0.0014910105098976559,7140164630.771511,4589842.783600426,Jackson,-0.3419790100511006,-0.6689779780608606,linear,0.24721000976893384,3.2463790126014673e+24,0.6233378674967514,0.24721000976893384
4,0.2,1269.1185857804815,432.3084674660383,745.4143794822239,0.0033449988346649613,6296349445.946591,3313126.4328921298,Jackson,-0.48349881640083503,-0.7458779894645783,GP,0.10593754545769878,8.901679632367135e+23,0.11597932971647329,0.10593754545769878
5,0.2,103.39792904009303,0.019047250191097962,745.4143794822239,0.5010998218884967,1495606653.61144,21708506.02434511,Jackson,-0.30249654445337915,-0.7860252429096203,linear,0.2285136083098181,256462174958841.66,0.9408492937072964,0.2285136083098181
6,0.2,1028.9532150900668,186.79594277114373,745.4143794822239,0.0050600717153307505,2269372134.4280157,3737098.684304958,Selsis,-0.4093035795813245,-0.6526190383507507,linear,0.059912489596820606,2.1174831229790231e+24,0.935997613360241,0.059912489596820606
7,0.2,240.81180688831174,0.5603972951901908,745.4143794822239,0.09238306703886096,4601438096.482523,7999620.130430947,Selsis,-0.3886316015085372,-0.6566465197526288,linear,0.07558840206973341,2.5421292188265525e+22,0.22981212870942358,0.07558840206973341
8,0.2,1381.7692843668328,607.4731159415707,745.4143794822239,0.002805930179584301,3752299408.430865,56318602.80057648,Jackson,-0.3922449500093246,-0.762345243466937,GP,0.3658985884503634,6.890786770054321e+23,0.23590671188962264,0.3658985884503634
9,0.2,242.51673553486762,0.5764369075878343,745.4143794822239,0.09108869953934033,4091504094.953005,6898056.062562091,Selsis,-0.301873403114983,-0.7202196834591811,linear,0.10666773187901124,4.977608338631664e+22,0.893942748559533,0.10666773187901124
