,st_mass,pl_masse,pl_rade,pl_insol,stellar_age,formation_time,xray_model,euv_gamma1,euv_gamma2,CO2_fit,f_initial,pl_orbsmax,pl_XUV_flux,pl_teq,atmospheric_loss,m_atm_final,pl_psurf_lower_initial,pl_psurf_upper_initial,pl_rade_transit_lower_initial,pl_rade_transit_upper_initial,pl_rho_ratio_lower_initial,pl_rho_ratio_upper_initial,pl_psurf_lower,pl_psurf_upper,pl_rade_transit_lower,pl_rade_transit_upper,pl_rho_ratio_lower,pl_rho_ratio_upper
0,0.8389268690271264,8.626408177496778,1.4481616932501904,6702.103834406148,4773216669.25512,2928631.339454446,Selsis,-0.32129956941020427,-0.7279315368106906,log,0.00026992332197917025,0.0073291933094928475,11741.071777549178,2518.2947306102465,8.250654823224571e+22,0.0,115710012.86807442,115710012.86807442,1.473085045442822,1.4892674073707102,1.7262931665790036,1.6706287775558264,0.0,0.0,1.4481616932501904,1.4481616932501904,1.8169661951480633,1.8169661951480633
1,0.7455704148446645,4.389675102674001,1.208482082958715,89.22389849958498,4622464855.191562,6442806.432725356,Selsis,-0.4188107039900813,-0.6093647308876455,log,0.0007270303576058029,0.046717254355731,271.84585725774633,855.4094968475852,2.485501643039192e+21,1.657370075731225e+22,2763431272.3109403,546345825.9215778,1.226262160938106,1.232559973722585,1.8079095059500192,1.78033811383444,2403053496.605695,530422831.5124141,1.2260247440043153,1.2324722138712914,1.8089600021770469,1.780718455067449
2,0.8230890086679455,7.497726929265953,1.4824946667968613,3793.796803330328,5626969614.428187,14889957.549292212,Jackson,-0.4154711608932592,-0.7672276595030816,log,0.00043961684364739396,0.009441481847853173,6307.340063018508,2184.3502936266,1.7671654757906749e+22,2.0128159678161737e+21,162036932.8505521,162036932.8505521,1.5098801625118583,1.5273645813702075,1.449471751311645,1.4002611750431264,30264484.83984132,30264484.83984132,1.5040732602025835,1.5196894565593466,1.4663249436978516,1.421584377831902
3,0.6254673621114245,1.0388857935563072,0.8355925034581208,1478.83475737606,2107570171.6339533,5587915.173996967,Jackson,-0.3180618784965856,-0.6131461750457857,log,0.0022001638589070377,0.007491055060302993,33795.727933783404,1725.9717420418326,2.084294630357629e+23,0.0,452738246.8147246,452738246.8147246,0.8951489072749884,0.9356433995924947,1.4327990918299673,1.2547005269048894,0.0,0.0,0.8355925034581208,0.8355925034581208,1.761519884589,1.761519884589
4,0.18571982123717506,2.649367066145014,1.2788696679600298,14.878359993151719,3791100757.5750523,2465029.044384754,Jackson,-0.46298058088411675,-0.7581836263420259,linear,0.00012670051748341857,0.016611239946870315,720.5303685980798,546.6288313939701,4.997440759627354e+22,0.0,139878104.5202807,139878104.5202807,1.295041153258964,1.3043445616311249,1.030145506864895,1.0082594141015606,0.0,0.0,1.2788696679600298,1.2788696679600298,1.0697207499711292,1.0697207499711292
5,0.6118312430578442,8.045195472308855,1.6018347256370713,43.138512106871026,5274637354.918162,15928836.233325152,Selsis,-0.38396784855693944,-0.6698907354447443,linear,0.008518455068049434,0.042382559327157586,249.9397837702415,713.2964444047603,1.6663307579108926e+21,4.076105722972684e+23,-2722189284634.746,2256975081.8137565,1.6018347256370713,1.6251720235206508,1.2777074159303954,1.2234508185171833,-2722332734262.582,2253830346.5780087,1.6018347256370713,1.6251678871013908,1.2777074159303954,1.2234601604167803
6,0.768046616149321,4.642048032274651,1.6140509819035251,1567.720845127049,3947812394.5877934,7745749.823649726,Selsis,-0.3464172078468703,-0.7907616717253282,linear,0.002829772889702675,0.011930391767364436,5196.089814947953,1751.3419560665523,1.1094948912667362e+23,0.0,619065643.3083826,575529805.8581561,1.664265542820332,1.6957460153368267,0.7539815922545801,0.7127647151516852,0.0,0.0,1.614050981903525,1.614050981903525,0.8265647167494464,0.8265647167494464
7,0.8907063646175334,6.791002646109412,1.3412263961786017,116.8580048655887,3391312984.2249565,1073804.685833223,Selsis,-0.3218001011717341,-0.6199621881465676,GP,0.0022085484421033395,0.06357913113943439,230.4802275793797,915.0996422370508,1.1795311329266648e+21,8.839006752057815e+22,13242152704.731075,660930601.9583508,1.3584123809848316,1.3619725384373789,1.8485016177646085,1.834043684479517,13067768408.976635,657546227.9054233,1.3583934834322289,1.361959519014749,1.8485787661968232,1.8340962816774
8,0.2006971991403783,4.167752817366297,1.419448595061686,14.757201941154662,7711322007.346186,46721677.528629385,Jackson,-0.39310877145780215,-0.6360526526242349,linear,0.0024814748462483912,0.018254165076446668,290.9592663336808,545.5125844852505,1.3975692085778287e+22,4.778776973838679e+22,4467117115.474239,3374934683.5657887,1.4380025238370773,1.4494400640511163,1.0781238662530728,1.0528022886510107,3456308273.594335,2901127452.3221526,1.4375595297290606,1.4488445972737918,1.0791208678428195,1.054100909245017
9,0.3801979095965309,1.741234421622733,1.1430787250770627,27.26435047660548,5073588743.613586,4300887.309651192,Jackson,-0.4383621960424232,-0.7921660155817196,GP,0.0001472048509834531,0.02527157021986224,314.81273488649856,635.9933251944382,4.025234984700615e+21,0.0,109982673.83224002,109982673.83224002,1.1648018556687412,1.177759255285359,1.005991170211711,0.9731521647841261,0.0,0.0,1.1430787250770627,1.1430787250770627,1.0644417618234578,1.0644417618234578
