,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,0.2,197.28448518655026,0.25243911940859715,0.602229963694868,0.13764551445266504,3349955547.33869,1598452.3575204138,Selsis,-0.29241908837175234,-0.7719417190748513,log,0.44318428122844405,4.424367610509967e+20,0.17055550013675147,0.44318428122844405
1,0.2,2270.1744716309563,4426.106582592326,0.602229963694868,0.0010395118817214612,2952985372.68054,1317568.8465976992,Selsis,-0.48536815750173684,-0.7462233922694055,GP,0.07463392117897759,2.368548184873426e+24,0.6794045200060216,0.07463392117897759
2,0.2,174.70624648453688,0.15524537026522922,0.602229963694868,0.17552179952925628,3790806510.541563,34034297.80430886,Selsis,-0.3095767310442623,-0.7190488827885689,log,0.24607108630121075,1.4378091757456182e+20,0.2612920466290761,0.24607108630121075
3,0.2,741.3525535787,50.33662302283872,0.602229963694868,0.009767074392581902,5424121253.570917,5568657.006986866,Selsis,-0.4901254244012055,-0.727259761106125,linear,0.06833459987528154,8.191719011412664e+23,0.46544121709179553,0.06833459987528154
4,0.2,231.7576360464061,0.48075203856592863,0.602229963694868,0.10027744567326202,6220453510.941202,2527865.8835716043,Selsis,-0.43358052755080834,-0.7071239389112349,log,0.08705897331575518,4.108691367352411e+20,0.4619599182281251,0.08705897331575518
5,0.2,515.2820258517851,11.748026010851971,0.602229963694868,0.020177062621750386,1185065994.5953429,3506052.911583194,Jackson,-0.34884880071335994,-0.7925159871982989,GP,0.14556102136049662,4.889306118194466e+21,0.0908561619479542,0.14556102136049662
6,0.2,228.54326029379396,0.4546305325405514,0.602229963694868,0.1025678122025433,2997743762.7849774,26818901.999091644,Jackson,-0.3483720961571176,-0.633627386532327,linear,0.20671621667238518,8.348908521350803e+21,0.19355359456320698,0.20671621667238518
7,0.2,514.4415215831588,11.671562000026947,0.602229963694868,0.02024304781322984,3797575110.9376097,11556710.472484557,Jackson,-0.37563992200330676,-0.6954019864353327,linear,0.16165048732415513,1.718873560735542e+23,0.44989795220524276,0.16165048732415513
8,0.2,696.2217471436142,39.15392134512589,0.602229963694868,0.01105230241272605,1455882883.9894176,4625238.725702738,Selsis,-0.42764996098185504,-0.7005406736041786,GP,0.06636983144580351,1.4870812056123196e+22,0.38159098405475644,0.06636983144580351
9,0.2,3162.481123950404,16668.506663894528,0.602229963694868,0.0005356634882014982,1805202477.4316092,73473689.74958232,Selsis,-0.35991025533920884,-0.6420283990668328,linear,0.18289811222597485,1.8192231619158883e+26,0.954518916950666,0.18289811222597485
