,st_mass,pl_masse,pl_rade,pl_insol,stellar_age,formation_time,xray_model,euv_gamma1,euv_gamma2,CO2_fit,f_initial,pl_orbsmax,pl_XUV_flux,pl_teq,atmospheric_loss,m_atm_final,pl_psurf_lower_initial,pl_psurf_upper_initial,pl_rade_transit_lower_initial,pl_rade_transit_upper_initial,pl_rho_ratio_lower_initial,pl_rho_ratio_upper_initial,pl_psurf_lower,pl_psurf_upper,pl_rade_transit_lower,pl_rade_transit_upper,pl_rho_ratio_lower,pl_rho_ratio_upper
0,0.7410503083018732,9.283584772918164,1.7021852274502476,89.38272967263813,5353892643.156195,26826579.363461036,Selsis,-0.47684823148819555,-0.6872094129303628,log,0.009690126533841579,0.04642398111193352,228.99680447446022,855.7899304887121,1.259591614224627e+21,5.359762200972649e+23,-2837567747403.5312,1544706779.6362963,1.7021852274502476,1.7277066883758032,1.1821768710123113,1.1305580485088602,-2837665874880.2866,1543057398.1483119,1.7021852274502476,1.727703299937094,1.1821768710123113,1.1305647004047636
1,0.7405568726359879,3.525352866683671,1.358099037867818,92.2748284471465,3990531729.00638,10860182.112232516,Selsis,-0.37972483545453767,-0.6361300493875334,GP,0.0003942231712362067,0.04492418990907976,353.53751698112677,862.6300450226889,5.836974850171075e+21,2.4627661487818e+21,605917923.6941596,379761786.4889541,1.3823127265730561,1.394867270564359,1.0642637875695649,1.0357848453271203,179792857.58463976,171206504.8683338,1.3790310005468185,1.3914440794943568,1.0718798751081742,1.0434482929125595
2,0.7810424206244347,5.17422559298592,1.5448862496944304,2792.950192295109,8268850591.218049,2196826.167930241,Jackson,-0.4801113236784632,-0.7479392238175071,log,0.005380468403128008,0.009981803356194075,3402.8685722088767,2023.343257271515,2.0571097011188197e+22,1.456879336663299e+23,957813095.4375545,957813095.4375545,1.5944658967333931,1.6267596573858527,0.9344357146300601,0.8798830517467925,869406128.0476155,869406128.0476155,1.5939599967576246,1.6258124140194041,0.9353257264124989,0.8814218807100823
3,0.29415879374478426,2.23023527996818,1.3899047137411533,1712.927411898871,8659345444.425465,4757002.4423421575,Selsis,-0.4910456177664699,-0.6471933849181846,linear,0.00020589901504826114,0.0025029885915313784,29513.923431407948,1790.5584753618944,8.159159351685956e+24,0.0,59472328.452303976,59472328.452303976,1.4498743937097567,1.491938298964589,0.6400052601481095,0.5873839762163701,0.0,0.0,1.3899047137411533,1.3899047137411533,0.7264732032992189,0.7264732032992189
4,0.6786714780937266,7.662249660468895,1.6252141802817677,22.14245878474725,8545467202.360875,18900228.875660885,Jackson,-0.43383068724062973,-0.6214365209573223,linear,0.004598646845285194,0.0776634814127793,145.67154038719403,603.7542904458321,5.989402451790637e+20,2.0983033368182866e+23,16281427336.959291,3456884782.085292,1.6412217661253132,1.6483616714232978,1.147892149890392,1.1330403266133495,16235085866.02666,3455343031.055287,1.6412179982359167,1.6483603293036198,1.1479000558613128,1.133043094230835
5,0.2367395783142946,7.574066994992355,1.769340883534618,1096.103518521953,2440222196.998274,58801924.72358633,Jackson,-0.3481017852940912,-0.6742118305804196,linear,0.0003868223432780926,0.002417929953533556,59937.49698618556,1601.4620872589685,9.918915311953907e+22,0.0,371607375.76546013,139656224.60132128,1.8010675234166384,1.8152865260180213,0.8607363376804085,0.8406681060387444,0.0,0.0,1.769340883534618,1.769340883534618,0.9078740135516883,0.9078740135516883
6,0.6362702397942563,3.5583242073988406,1.4698299738572846,68.49264342215281,943087429.0548418,3173422.4009880414,Jackson,-0.3659606338167781,-0.7720583375735278,linear,0.001836040323058583,0.035757454586197814,3187.1131718159427,800.6906381970216,1.789569390905373e+22,2.1120736106380343e+22,2095545417.5048044,801608871.5862998,1.4998555471355435,1.5136713280304237,0.8389019475807803,0.8161401618925039,1134380099.4746442,659876708.828965,1.4980342936636462,1.5126105616716936,0.8419653848129104,0.8178583991874033
7,0.40920106292003633,4.000372338628973,1.5901470252767795,1122.6784966566524,5931804924.046291,2712216.6706080767,Jackson,-0.28077060733046577,-0.6757224215623311,GP,0.004573642292862119,0.004304887656506635,9714.348957011332,1611.08190495025,3.2081896418523025e+23,0.0,1596289470.4008315,801208057.902005,1.6480504441207715,1.6788843949697654,0.6924732292630558,0.655016308296952,0.0,0.0,1.5901470252767795,1.5901470252767795,0.770908167449126,0.770908167449126
8,0.9301341380367172,3.772981887712843,1.3553667887480465,437.8090538172217,5694773106.428832,10954588.048749933,Jackson,-0.4200107902141752,-0.7410955144486839,log,0.0003893723449979526,0.039833762119433805,687.200657360835,1273.1364533875135,3.67727532076098e+21,5.096158856213231e+21,653221837.885621,134610716.83620262,1.387714487037762,1.3989688834223182,1.1073060273987043,1.080796341431649,383485351.67313945,89118228.7145941,1.3858221539697053,1.3969125943919234,1.1118482863499917,1.085576245511265
9,0.740773293937547,3.3862374266794832,1.4298905656122631,657.106078349628,1416070469.8091223,2312668.7727370383,Jackson,-0.4079573152984364,-0.6003995669645095,GP,0.00013488115595605395,0.0163582058825072,8020.077048706232,1409.167569749935,2.9213738839919613e+22,0.0,149066176.75395402,54275283.71903608,1.4670369399296144,1.483945572825551,0.8631636309600972,0.8339929210065185,0.0,0.0,1.4298905656122631,1.4298905656122631,0.9321973835240572,0.9321973835240572
10,0.5998447735336352,5.567151382359476,1.6715913424306743,3816.051892939231,5681732002.307847,1059035.9824100598,Selsis,-0.33647331552422954,-0.7334539901959164,GP,0.009600230131186186,0.0043325510188231674,21449.640191743754,2187.546717881738,5.0002806545067646e+23,0.0,1447868518.042034,1447868518.042034,1.7324088447800476,1.7729501963876957,0.7680260753263359,0.7165352061542557,0.0,0.0,1.6715913424306743,1.6715913424306743,0.8549422948660009,0.8549422948660009
11,0.9208495458241845,8.151520926004949,1.8851163229502903,19.804262551041234,1095509934.747577,2382385.3606435135,Selsis,-0.34261004628438063,-0.600772443404868,log,0.0014749745528259439,0.1588265627577549,139.32355348199437,587.1423916695463,3.0866424676663696e+20,7.149439934323101e+22,3265137226.793672,2447701352.7986193,1.9022930265117413,1.9124925297023128,0.7698649365122388,0.7576132218581603,3251101180.526164,2444377386.1551085,1.9022859870005748,1.9124876861194966,0.7698734833231431,0.7576189780860871
12,0.478116893393395,2.666481023629365,1.2403046065221135,25.828989849333496,6117113116.184131,7141385.409118989,Jackson,-0.37107569029013365,-0.7108657644764185,GP,0.0002883430869773281,0.03506266825532111,157.07518590701736,627.4521678763488,2.401711609056729e+21,2.1899284909096588e+21,364472984.10486007,356309772.78314877,1.259477804163357,1.270610296808665,1.1260387298732413,1.0966998189801391,173831083.16001055,173833878.3094781,1.2577740142908431,1.2679630705766092,1.1306209522637753,1.1035831693245086
13,0.8750899316368557,1.9676769536482552,1.1782915762589836,355.0776014100519,3154951188.1744146,59551753.204959214,Jackson,-0.29584039848209254,-0.7935319720309045,GP,0.0003815415086158791,0.0346199621469173,942.5254039407224,1208.188195349804,1.0687814827730216e+22,0.0,312370456.88522327,113585185.01618548,1.2198972941935555,1.2383605843820074,0.966099184932298,0.9235281940436098,0.0,0.0,1.1782915762589836,1.1782915762589836,1.072094828619896,1.072094828619896
14,0.3865328468401438,6.987038522111089,1.9983984376967967,24.49120364279099,5020850083.618974,1177215.9528180987,Selsis,-0.3708546505970547,-0.7208484251697517,GP,0.00010448207715034131,0.02714810252925391,496.18270986174315,619.1648608918715,7.745491679749485e+21,0.0,134552564.10390872,134552564.10390872,2.014849095345816,2.024398593211083,0.5783319159708695,0.5701861363132745,0.0,0.0,1.9983984376967967,1.9983984376967967,0.5927321573073708,0.5927321573073708
15,0.43219476232120524,2.0309249363515653,1.1780419115235627,118.94009945364017,5881851620.067251,2739465.1113115298,Selsis,-0.4021774727302223,-0.7754441746789367,linear,0.004415659731861637,0.014189609920987155,1560.5281681496758,919.1488392230476,3.7849228223291e+23,0.0,3978621339.3174276,764085514.4253435,1.219033853893257,1.2344647302786607,0.9937295017014969,0.956928356825812,0.0,0.0,1.1780419115235627,1.1780419115235627,1.1011164680754795,1.1011164680754795
16,0.17838702657162744,3.783759694283908,1.400776932780509,1651.0263218713512,1991029981.354803,2201049.076186261,Selsis,-0.32334616191091636,-0.6691116041002044,linear,0.0007617129225318596,0.0015159774109984555,453054.78619714954,1774.157894377205,1.411562257289873e+24,0.0,219403131.15896595,219403131.15896595,1.4424718806645722,1.469167017193647,0.9881159880684554,0.9352258110418071,0.0,0.0,1.400776932780509,1.400776932780509,1.0790039875647164,1.0790039875647164
17,0.34939136145324917,4.258640910507259,1.5126260973136456,19.57701241715579,2480469756.2445984,51924469.79025451,Selsis,-0.3009775474535249,-0.6188126668636849,GP,0.007883769944552598,0.02704860853672905,1288.3611113291242,585.4507582507723,7.502811213981306e+21,1.9300198400939694e+23,11490577633.955908,3931565526.334925,1.5364054242958032,1.548729502492473,0.8993119338830114,0.8780133864433564,11060604701.731916,3869638441.210561,1.5363277876159056,1.5486540374366056,0.8994482780700129,0.8781417480202317
18,0.10358662108099735,4.423340102838051,1.530536414263033,497.9139518707391,9841768887.1665,74688042.68381506,Selsis,-0.42204608289432727,-0.6295138160060094,linear,0.002877917592393571,0.0014012937975950157,49818.77107048746,1314.7474666611195,7.753454995706076e+23,0.0,3895836418.6098843,590117454.3336527,1.5739066143756857,1.5888303067968008,0.8598428069577253,0.8358404754561342,0.0,0.0,1.5305364142630333,1.5305364142630333,0.9350287053239299,0.9350287053239299
19,0.357443473049751,3.733600687054989,1.358811620136867,52.38457381838189,5189549459.840944,19317105.21245082,Jackson,-0.3740012426122666,-0.6919496655974438,linear,0.0005896861842083233,0.01708452624799632,649.8275875092878,748.780666663534,2.3933701750928703e+22,0.0,1014452953.0671053,706062387.6502619,1.3801847040755324,1.3917827602225428,1.1164400684313394,1.088761328299539,0.0,0.0,1.358811620136867,1.358811620136867,1.1699553514489285,1.1699553514489285
