,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,0.8,3490.8760375557777,24747.004281809503,2.206904552338638,0.0034468736201375997,5960470583.846781,1605482.4873154962,Selsis,-0.4992433628268847,-0.7659437446590274,log,0.050380855123973486,4.511374844179254e+24,0.8445129675041876,0.050380855123973486
1,0.8,856.6200955111775,89.73006003417687,2.206904552338638,0.0540661693715802,2405610264.8161044,33518476.856780402,Jackson,-0.30620427119754245,-0.6885329042256614,GP,0.32247179063872383,3.8557040543398045e+23,0.9842967413815863,0.32247179063872383
2,0.8,252.94760379480292,0.6821929132544534,2.206904552338638,0.6089783641136759,1268404308.8786855,49682065.410906605,Jackson,-0.3138435884332872,-0.7454005299707178,linear,0.0683512496565779,4.371466502438153e+19,0.08503509706202983,0.0683512496565779
3,0.8,132.65658869415427,0.051606003245822936,2.206904552338638,2.555503896171674,9850326319.959257,23627130.31436026,Selsis,-0.38176682100930415,-0.769501420105366,GP,0.1966624313917896,1709871642737577.0,0.4064468647489119,0.1966624313917896
4,0.8,4145.623892760691,49220.32982850554,2.206904552338638,0.0023882324799934834,4848046117.89515,72881055.42900823,Jackson,-0.4791053191068677,-0.6693533405163041,linear,0.07002293205486144,1.6745544030198062e+24,0.510278480907825,0.07002293205486144
5,0.8,694.3412356487786,38.732609462100186,2.206904552338638,0.08116084799204293,1634571605.0968723,72895860.80102563,Jackson,-0.4457823920732496,-0.6735715573525839,linear,0.11328896448909746,6.485784172487997e+22,0.09632292020726341,0.11328896448909746
6,0.8,93.6193484176785,0.012801102693937555,2.206904552338638,4.409077864250859,459987843.8820225,1890475.77463926,Jackson,-0.29285059539055847,-0.7799134890538956,GP,0.09994736502176739,79710153350876.83,0.7614549429701829,0.09994736502176739
7,0.8,189.57372648542201,0.21522737739112968,2.206904552338638,1.1258082514341505,3580168130.653248,3124090.4688876797,Selsis,-0.4271702581297331,-0.7222085158634541,linear,0.058263799866814514,622415121405147.2,0.4604620076754051,0.058263799866814514
8,0.8,1397.9921861432194,636.5080505836158,2.206904552338638,0.02126519843001642,5465094266.634143,16041936.981460562,Jackson,-0.3981211134262377,-0.6812152128595786,linear,0.07210517769501536,1.4233934699990789e+24,0.9425821355236953,0.07210517769501536
9,0.8,451.7634816726703,6.941117754154768,2.206904552338638,0.20958448817261824,6913176930.243066,13982864.772272766,Jackson,-0.4097682616872503,-0.6170901289732642,GP,0.07999703154586806,1.1245953889416333e+22,0.6552455473796709,0.07999703154586806
10,0.8,2478.9876897255326,6293.357537697154,2.206904552338638,0.006509476461297757,2782846759.4181366,37233303.505519114,Selsis,-0.34504535490692534,-0.7630771028387471,linear,0.23034240867961178,4.6797435172282084e+23,0.1969502645396084,0.23034240867961178
11,0.8,351.04026802019314,2.5305369024067375,2.206904552338638,0.32766432806036033,3403863161.9958234,1692398.628079109,Selsis,-0.3736332141960208,-0.7984813327226221,GP,0.23321581531319924,1.2123083127166564e+22,0.8530356785784081,0.23321581531319924
12,0.8,1347.668606529166,549.6894123126261,2.206904552338638,0.022292009001817464,3641393379.014667,13271707.680187868,Selsis,-0.4840680564888249,-0.6622800736146853,GP,0.090263728484851,1.032021705385067e+24,0.6232631124376364,0.090263728484851
13,0.8,757.7424570986753,54.93781880339101,2.206904552338638,0.07690119483516694,8750593110.466755,1416630.1983238636,Jackson,-0.4563296337208526,-0.7535356348140734,log,0.16448544643212865,1.0128759066272886e+23,0.6833447979566248,0.16448544643212865
14,0.8,3708.3066535451185,31512.83579655704,2.206904552338638,0.002853897823375921,1956607504.0024807,27289291.384891488,Jackson,-0.3431134037820189,-0.7178583155978434,GP,0.22011211738809033,2.8337228138765022e+23,0.13232111039329508,0.22011211738809033
15,0.8,4418.951124912951,63542.1225162862,2.206904552338638,0.002101831206037792,4843684985.859303,1004620.9429131565,Selsis,-0.30521130379343386,-0.6407745112451262,log,0.08929385559622872,4.750107869893236e+24,0.9569852749706546,0.08929385559622872
