,st_mass,pl_teff,pl_insol,pl_XUV_flux,pl_orbsmax,st_age,pl_form_yr,x-ray-model,euv_gamma1,euv_gamma2,co2_fit,ch4_eta,C_loss,N2O2_frac,CH4_epsilon
0,0.1,1060.3247906066106,210.63987418297745,37.08106752719618,0.0020326850743818286,1611254810.2849414,10883415.37567569,Selsis,-0.28105544354805717,-0.7113643291594978,GP,0.291394180752129,1.4909389529669605e+24,0.9346066890851058,0.291394180752129
1,0.1,2918.6491338895585,12092.399377640138,37.08106752719618,0.00026827743812267424,4379392720.183859,12928553.199734023,Selsis,-0.28579674619067563,-0.7654366163671225,linear,0.09565486521616576,1.8406476525786112e+24,0.5902083685843738,0.09565486521616576
2,0.1,898.3546214990454,108.53658438714844,37.08106752719618,0.002994519189245447,435560721.2283164,12415641.548657518,Jackson,-0.4481173963524045,-0.6885551233153369,log,0.15587262084564757,1.3865699570209228e+23,0.480820098573263,0.15587262084564757
3,0.1,124.37897287101553,0.03988161982867641,37.08106752719618,0.14772499942102146,4936188871.872242,80940595.58555184,Selsis,-0.4642564328961442,-0.7682370979528241,linear,0.2281327017963937,844826038312170.2,0.3542932227783234,0.2281327017963937
4,0.1,2167.43740583084,3677.65666003127,37.08106752719618,0.0007742278567125497,115132136.93130516,1485313.853759621,Jackson,-0.3164570920290753,-0.7757081218989327,log,0.07363528172828218,6.599329427912932e+22,0.7293101161671006,0.07363528172828218
5,0.1,448.833607260994,6.762797716542049,37.08106752719618,0.011344286678247594,3958998673.484136,4285411.476074869,Selsis,-0.3273465570486088,-0.6048375028584463,log,0.10822492020858378,5.129551559718634e+23,0.07833200699402998,0.10822492020858378
6,0.1,190.12397967740415,0.21773713819491164,37.08106752719618,0.06322285975004518,6516210545.913974,7001141.938845907,Jackson,-0.4149341223194528,-0.7076119659103726,linear,0.09702439749662176,3.2860401048449762e+22,0.8061211804925407,0.09702439749662176
7,0.1,441.16456042594194,6.312296567802248,37.08106752719618,0.011742124859207743,5957832422.458235,25268798.359702695,Selsis,-0.3670418718034425,-0.7728803633014935,linear,0.12869471298263108,9.278549614975707e+23,0.6024748075854001,0.12869471298263108
8,0.1,147.58486591010046,0.07905916537344627,37.08106752719618,0.10492144882553821,4019866926.429162,23650356.918485135,Jackson,-0.4452827911221333,-0.6560577533887371,linear,0.3218029476715149,7.301468505512281e+21,0.22487754013843408,0.3218029476715149
9,0.1,324.63360222869994,1.8507970916907783,37.08106752719618,0.021685077938594498,3077599745.9571886,35796520.59880142,Jackson,-0.34981223721813737,-0.6690686060593061,GP,0.3645416913830455,2.6031457638170995e+23,0.02295588039022567,0.3645416913830455
