,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM
15,CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,CoRoT,1,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,1.74299705,1.5e-07,-1.5e-07,0.0,0.0281,0.00057,-0.00058,0.0,15.85,0.717,-0.717,0.0,1.414,0.064,-0.064,0.0,1052.0173,50.8528,-50.8528,0.0,3.31,0.16,-0.16,0.0,Mass,0.0,0.0077,-0.0076,0.0,976.8988148439919,,,,1535.0,21.0,-21.0,0.0,87.84,0.1,-0.1,0.0,1,2.27328,0.01728,-0.01728,0.0,6.7,0.03,-0.03,0.0,0.16145670228227366,0.0006,-0.0006,0.0,,,,,<a refstr=CHAVERO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...517A..40C/abstract target=ref>Chavero et al. 2010</a>,,5696.0,70.0,-70.0,0.0,0.9,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,0.03,0.06,-0.06,0.0,[Fe/H],4.42,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,2.485,-2.43,12.516,0.092,-0.092,10.783,0.028,-0.028,10.438,0.037,-0.037,10.31,0.031,-0.031,12.2489,0.000911,-0.000911,2024-03-04,2023-03,2024-03-04,2023-03-01,1535.0,0.026068266711866753,1.15,57.51566152716754,1.0,1.0,4936.355106914317,183.59619919637078
16,CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,CoRoT,1,Published Confirmed,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,9.24318,9e-06,-9e-06,0.0,0.0891,0.0038,-0.0038,0.0,11.209,2.018,-2.354,0.0,1.0,0.18,-0.21,0.0,1315.8162,114.4188,-95.349,0.0,4.14,0.36,-0.3,0.0,Mass,0.59,0.02,-0.02,0.0,182.919784679881,,,,1024.0,16.0,-16.0,0.0,85.9,2.5,-2.2,0.0,0,2.2248,0.0456,-0.0456,0.0,16.5,2.0,-2.7,0.0,0.08858867389828157,0.0045,-0.0035,0.0,,,,,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,G2 V,5880.0,90.0,-90.0,0.0,1.16,0.15,-0.2,0.0,1.1,0.1,-0.1,0.0,0.14,0.12,-0.12,0.0,[Fe/H],4.35,0.11,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,24.171,-22.883,14.63,0.092,-0.092,12.991,0.026,-0.026,12.652,0.027,-0.027,12.513,0.029,-0.029,14.4686,0.000412,-0.000412,2019-10-04,2019-02,2019-10-10,2019-02-01,1024.0,0.007847953143056073,1.15,2.3625836655785406,1.0,1.0,674.1311396177298,9.090791156903686
17,CoRoT-21 b,CoRoT-21,0,1,1,Transit,2012,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.72474,0.00014,-0.00014,0.0,0.0416,0.00094,-0.001,0.0,14.572,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,705.5826,177.9848,-177.9848,0.0,2.22,0.56,-0.56,0.0,Mass,0.39,,,1.0,2909.178439319471,,,,,,,,86.8,2.1,-2.1,0.0,0,4.76,,,0.0,4.6,0.26,-0.26,0.0,0.06850998492571585,0.0018,-0.0018,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,F8 IV,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.058,0.435,-0.435,14.34,0.041,-0.041,13.98,0.044,-0.044,13.813,0.054,-0.054,15.8558,0.001968,-0.001968,2019-03-18,2017-06,2019-03-21,2017-06-01,2044.0794675269399,0.004693618034521813,1.15,3.6739734945518543,1.0,1.0,1263.4752800252043,9.363194425026348
18,CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,CoRoT,1,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0.0,0.038,0.044,-0.028,0.0,Mass,0.077,0.3,-0.042,0.0,173.17307171604364,,,,885.0,53.0,-280.0,0.0,89.749,0.032,-0.9,0.0,0,4.492,0.039,-0.039,0.0,17.3,1.3,-0.57,0.0,0.03924499620475654,0.0006,-0.00037,0.0,,,,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.0,54.0,-120.0,0.0,1.14,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0,0.17,0.07,-0.12,0.0,[Fe/H],4.36,0.07,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,11.187,-10.808,13.82,0.114,-0.114,12.414,0.027,-0.027,12.099,0.027,-0.027,11.988,0.026,-0.026,13.7305,0.000304,-0.000304,2014-08-21,2014-08,2014-08-21,2014-08-01,885.0,0.0015401697271113554,1.15,24.54319193537841,1.0,1.0,95.10089843453343,1.633209554708457
19,CoRoT-23 b,CoRoT-23,0,1,1,Transit,2011,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.6313,0.0001,-0.0001,0.0,0.0484,0.0011,-0.0012,0.0,11.769,1.457,-1.457,0.0,1.05,0.13,-0.13,0.0,982.0947,104.8839,-104.8839,0.0,3.09,0.33,-0.33,0.0,Mass,0.16,0.02,-0.02,1.0,1424.9560418721637,,,,1710.0,110.0,-80.0,0.0,85.7,2.6,-1.5,0.0,0,3.888,0.054,-0.054,0.0,5.952,0.541,-0.689,0.0,0.0670166951914913,0.001,-0.001,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,G0 V,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,[Fe/H],4.01,0.08,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.944,0.026,-0.026,12.45,0.029,-0.029,12.364,0.032,-0.032,15.0681,0.000409,-0.000409,2019-03-18,2017-06,2019-03-21,2017-06-01,1710.0,0.004491237434389252,1.15,3.2456936056305508,1.0,1.0,973.4117122752546,14.058981506084022
20,CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,CoRoT,1,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1.0,0.018,,,1.0,Mass,0.0,,,0.0,210.5169481556687,,,,1070.0,140.0,-140.0,0.0,86.5,2.0,-2.0,0.0,0,2.85,0.25,-0.25,0.0,10.9,2.8,-2.8,0.0,0.03944324103880649,0.0021,-0.0021,0.0,,,,,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,13.595,0.024,-0.024,13.046,0.031,-0.031,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2018-06-06,2014-07,2018-05-31,2014-07-01,1070.0,0.0015557692636453885,1.28,31.428753834835025,1.0,1.0,179.4785038827476,2.002948269416235
21,CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,1,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,Mass,0.0,,,0.0,77.19604509375,,,,850.0,80.0,-80.0,0.0,89.0,1.0,-1.6,0.0,0,4.8,0.2,-0.2,0.0,18.0,2.5,-2.5,0.0,0.05330167707946823,0.001,-0.001,0.0,,,,,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,13.595,0.024,-0.024,13.046,0.031,-0.031,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2014-06-11,2014-07,2014-06-11,2014-07-01,850.0,0.002841068779483909,1.15,11.2686488367777,1.0,1.0,198.31765012656155,2.2131898000174584
22,CoRoT-25 b,CoRoT-25,0,1,1,Transit,2013,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.86069,6e-05,-6e-05,0.0,0.05789,0.0019,-0.00093,0.0,12.106,3.363,-1.121,0.0,1.08,0.3,-0.1,0.0,93.12419,19.38763,-19.0698,0.0,0.293,0.061,-0.06,0.0,Mass,0.22,,,1.0,532.9257150366167,,,,1330.0,80.0,-40.0,0.0,84.5,0.8,-0.3,0.0,0,1.92,0.06,-0.07,0.0,10.2,1.1,-0.5,0.0,0.09326593081389521,0.026,-0.002,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,F9,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,-0.01,0.13,-0.13,0.0,[Fe/H],4.31,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,44.28,-41.05,14.79,0.172,-0.172,13.3,0.024,-0.024,12.99,0.032,-0.032,12.846,0.031,-0.031,14.711,0.000339,-0.000339,2019-03-18,2017-06,2019-03-21,2017-06-01,1330.0,0.008698533850582288,1.15,45.0189186431443,1.0,1.0,1199.5829876899052,13.876744440090091
23,CoRoT-26 b,CoRoT-26,0,1,1,Transit,2013,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.20474,5e-05,-5e-05,0.0,0.0525,0.00094,-0.00098,0.0,14.123,1.457,-0.785,0.0,1.26,0.13,-0.07,0.0,184.3414,63.566,-34.9613,0.0,0.58,0.2,-0.11,0.0,Mass,0.41,,,1.0,1031.447695022937,,,,1600.0,80.0,-70.0,0.0,86.8,2.2,-1.4,0.0,0,5.47,0.06,-0.04,0.0,6.28,0.01,-0.52,0.0,0.0723341277584652,0.001,-0.001,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,G5,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,15.861,0.195,-0.195,13.813,0.027,-0.027,13.358,0.035,-0.035,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,2019-03-18,2017-06,2019-03-21,2017-06-01,1600.0,0.005232226038577967,1.15,15.158972214738657,1.0,1.0,1085.076289095752,10.368539002002686
24,CoRoT-27 b,CoRoT-27,0,1,1,Transit,2014,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.57532,6e-05,-6e-05,0.0,0.0467,0.0015,-0.0017,0.0,11.287,0.493,-0.493,0.0,1.007,0.044,-0.044,0.0,3273.649,257.4423,-263.7989,0.0,10.3,0.81,-0.83,0.0,Mass,0.034,,,1.0,561.7080365281561,,,,1500.0,130.0,-130.0,0.0,86.7,1.2,-0.87,0.0,0,2.77,0.06,-0.06,0.0,9.48,0.95,-0.75,0.0,0.09581292316824515,0.002,-0.002,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,G2,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,69.26,-61.036,15.774,0.103,-0.103,13.571,0.027,-0.027,13.17,0.032,-0.032,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,2019-03-18,2017-06,2019-03-21,2017-06-01,1500.0,0.009180116246044048,1.15,1.2544260117831165,1.0,1.0,1604.499511337599,17.40992424310428
25,CoRoT-28 b,CoRoT-28,0,1,1,Transit,2015,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5.20851,0.00038,-0.00038,0.0,0.059,0.0027,-0.0028,0.0,10.705,0.74,-0.74,0.0,0.955,0.066,-0.066,0.0,152.87623,17.79848,-17.79848,0.0,0.481,0.056,-0.056,0.0,Mass,0.071,0.055,-0.038,1.0,551.4334731489479,,,,,,,,88.1,0.8,-0.8,0.0,0,5.7,0.09,-0.09,0.0,7.29,0.16,-0.16,0.0,0.05513609322434926,0.0004,-0.0004,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,G8/9 IV,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,14.685,-14.152,13.783,0.069,-0.069,11.601,0.023,-0.023,11.143,0.025,-0.025,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,2019-03-18,2017-06,2019-03-21,2017-06-01,1348.7407122632294,0.003039988776044132,1.15,18.793443100119838,1.0,1.0,518.9880174940567,13.84250289671227
26,CoRoT-29 b,CoRoT-29,0,1,1,Transit,2015,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.85057,6e-06,-6e-06,0.0,0.039,0.0018,-0.002,0.0,10.088,1.793,-1.793,0.0,0.9,0.16,-0.16,0.0,266.9772,41.3179,-38.1396,0.0,0.84,0.13,-0.12,0.0,Mass,0.12,0.081,-0.081,1.0,438.2926420564013,,,,,,,,87.3,2.7,-2.7,0.0,0,2.19,0.04,-0.04,0.0,8.53,0.23,-0.22,0.0,0.10276184306773353,0.0013,-0.0014,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,K0 V,5260.0,100.0,-100.0,0.0,0.9,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0,0.2,0.1,-0.1,0.0,[Fe/H],4.33,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,44.027,-39.76,15.408,0.126,-0.126,13.565,0.021,-0.021,13.12,0.021,-0.021,13.048,0.031,-0.031,15.2394,0.000532,-0.000532,2019-03-18,2017-06,2019-03-21,2017-06-01,1273.4920282721384,0.010559996390677494,1.15,13.463255847804925,1.0,1.0,1584.4394756557058,16.700633534623357
27,CoRoT-3 b,CoRoT-3,0,1,1,Transit,2008,CoRoT,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.2567994,3.5e-06,-3.5e-06,0.0,0.0574,0.0012,-0.0013,0.0,11.321,0.785,-0.785,0.0,1.01,0.07,-0.07,0.0,6814.2752,305.1168,-308.2951,0.0,21.44,0.96,-0.97,0.0,Mass,0.016,0.015,-0.005,1.0,1377.9251289725003,,,,1695.0,57.0,-57.0,0.0,85.9,0.8,-0.8,0.0,0,3.384,0.024,-0.0192,0.0,7.8989,0.4414,-0.397,0.0,0.06653183668542659,0.0007,-0.0005,0.0,,,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,F3 V,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,-0.02,0.06,-0.06,0.0,[Fe/H],4.25,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,30.791,-28.545,13.448,0.069,-0.069,11.936,0.03,-0.03,11.71,0.042,-0.042,11.618,0.034,-0.034,13.2188,0.000298,-0.000298,2019-03-18,2017-06,2019-03-21,2017-06-01,1695.0,0.004426485292736275,1.15,0.6992831256670954,1.0,1.0,810.6263186095565,16.507374039996073
28,CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,1,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.31,0.852,-0.852,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0.0,2.9,0.22,-0.22,0.0,Mass,0.007,0.031,-0.031,0.0,96.26634154280045,,,,,,,,90.0,0.56,-0.56,0.0,0,,,,,21.0,1.4,-1.4,0.0,0.11394375654530894,0.0032,-0.0032,0.0,,,,,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,15.571,0.126,-0.126,14.019,0.029,-0.029,13.551,0.037,-0.037,13.562,0.045,-0.045,15.413,0.000666,-0.000666,2020-04-10,2020-03,2020-04-16,2020-03-01,871.8139272858193,0.012983179655656634,1.15,2.985614885223962,1.0,1.0,821.188640265867,6.831250722189565
29,CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,CoRoT,1,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941,0.00075,-0.00075,0.0,0.0586,0.0034,-0.0034,0.0,16.365,3.363,-3.363,0.0,1.46,0.3,-0.3,0.0,266.9772,108.0622,-108.0622,0.0,0.84,0.34,-0.34,0.0,Mass,0.02,0.16,-0.16,0.0,848.308259375,,,,,,,,83.2,2.3,-2.3,0.0,0,,,,,7.2,2.9,-2.9,0.0,0.0697825556324398,0.0076,-0.0076,0.0,,,,,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G2 IV,5700.0,120.0,-120.0,0.0,2.15,0.56,-0.66,0.0,1.25,0.22,-0.21,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.85,0.25,-0.25,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,169.79,-145.71,15.479,0.309,-0.309,13.908,0.026,-0.026,13.469,0.024,-0.024,13.426,0.038,-0.038,15.4655,0.000809,-0.000809,2020-04-10,2020-03,2020-04-16,2020-03-01,1502.0818885799804,0.004869605070594556,1.15,10.143512882861955,1.0,1.0,888.3714158222297,7.867773855780562
30,CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,CoRoT,1,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748,8e-05,-8e-05,0.0,0.0429,0.00092,-0.00092,0.0,18.831,1.233,-1.233,0.0,1.68,0.11,-0.11,0.0,349.61125,117.59651,-117.59651,0.0,1.1,0.37,-0.37,0.0,Mass,0.0,,,0.0,2222.7933174970826,,,,1747.0,62.0,-62.0,0.0,84.1,0.1,-0.1,0.0,1,4.19,0.08,-0.08,0.0,5.590000000000001,,,,0.10463061063415527,,,,,,,,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],4.01,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,55.9,-50.92,15.635,0.229,-0.229,13.43,0.028,-0.028,13.054,0.03,-0.03,12.935,0.029,-0.029,15.2625,0.000514,-0.000514,2022-08-01,2022-07,2022-08-01,2022-07-01,1747.0,0.010947564681676205,1.15,29.044078898053247,1.0,1.0,2237.00159831852,24.838398276060364
