"Category","Program","Observation","Visit","Target","R.A. 2000","Dec. 2000","Event","Start.Phase","End.Phase","Mode","Subarray","Readout pattern","Groups","Start date","End date","Hours","Status","Prop.Period","Plan Windows","Repeat","PI name"
"ERS","1386","23","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","940","Aug_02_2022_10:09:49","Aug_02_2022_11:09:38","1.08","Archived","0","X","X","Hinkley"
"ERS","1386","24","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","400","Aug_02_2022_11:09:42","Aug_02_2022_12:12:09","1.25","Archived","0","X","X","Hinkley"
"ERS","1386","25","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1200","Aug_02_2022_13:47:30","Aug_02_2022_15:19:49","1.81","Archived","0","X","X","Hinkley"
"ERS","1386","26","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1200","Aug_02_2022_15:19:53","Aug_02_2022_17:02:08","1.85","Archived","0","X","X","Hinkley"
"ERS","1386","27","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1200","Aug_02_2022_17:02:12","Aug_02_2022_19:57:06","3.42","Archived","0","X","X","Hinkley"
"ERS","1386","32","1","HD-141569A-BACKGROUND","15:50:03.4013","-03:55:46.33","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","853","Aug_02_2022_07:50:36","Aug_02_2022_08:59:16","1.27","Archived","0","X","X","Hinkley"
"ERS","1386","33","1","HD-141569A-BACKGROUND","15:50:03.4013","-03:55:46.33","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","290","Aug_02_2022_08:59:20","Aug_02_2022_09:18:14","0.36","Archived","0","X","X","Hinkley"
"ERS","1386","34","1","HD-141569A-BACKGROUND","15:50:03.4013","-03:55:46.33","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","940","Aug_02_2022_12:12:13","Aug_02_2022_13:24:50","1.35","Archived","0","X","X","Hinkley"
"ERS","1386","35","1","HD-141569A-BACKGROUND","15:50:03.4013","-03:55:46.33","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","400","Aug_02_2022_13:24:54","Aug_02_2022_13:47:26","0.43","Archived","0","X","X","Hinkley"
"ERS","1386","36","1","HD-141569A-BACKGROUND","15:50:03.4013","-03:55:46.33","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1200","Aug_02_2022_19:57:10","Aug_02_2022_22:29:30","2.89","Archived","0","X","X","Hinkley"
"ERS","1386","37","1","HD-141569A-BACKGROUND","15:50:03.4013","-03:55:46.33","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1200","Aug_02_2022_22:29:34","Aug_02_2022_23:42:04","1.30","Archived","0","X","X","Hinkley"
"ERS","1386","116","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","RAPID+BRIGHT1","9+9","Feb_17_2023_05:03:00","Feb_17_2023_08:45:30","3.95","Archived","0","X","Repeat_of_observation_16_visit(s)_1_in_this_program_by_WOPR_88511","Hinkley"
"ERS","1386","117","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","DEEP8+DEEP8","10+17","Feb_17_2023_08:45:34","Feb_17_2023_11:38:19","3.52","Archived","0","X","Repeat_of_observation_17_visit(s)_1_in_this_program_by_WOPR_88511","Hinkley"
"ERS","1386","118","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","DEEP8+DEEP8","10+17","Feb_17_2023_11:38:23","Feb_17_2023_14:32:25","3.48","Archived","0","X","Repeat_of_observation_18_visit(s)_1_in_this_program_by_WOPR_88511","Hinkley"
"ERS","1386","138","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","RAPID+RAPID","5+5","Feb_17_2023_14:32:29","Feb_17_2023_15:23:38","1.17","Archived","0","X","Repeat_of_observation_38_visit(s)_1_in_this_program_by_WOPR_88511","Hinkley"
"GTO","1411","1","1","BETA-PIC-BACKGROUND","05:46:23.5000","-51:07:03.70","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Dec_13_2022_00:10:40","Dec_13_2022_01:36:41","1.28","Archived","12","X","X","Stark"
"GTO","1411","2","1","BETA-PIC-BACKGROUND","05:46:23.5000","-51:07:03.70","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","100","Dec_13_2022_01:36:44","Dec_13_2022_02:58:49","1.41","Archived","12","X","X","Stark"
"GTO","1411","3","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","100","Dec_13_2022_02:58:53","Dec_13_2022_04:04:13","1.13","Archived","12","X","X","Stark"
"GTO","1411","4","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Dec_13_2022_04:04:16","Dec_13_2022_04:47:45","0.76","Archived","12","X","X","Stark"
"GTO","1411","5","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Dec_13_2022_05:58:08","Dec_13_2022_06:57:07","1.12","Archived","12","X","X","Stark"
"GTO","1411","6","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","100","Dec_13_2022_06:57:10","Dec_13_2022_07:49:49","0.99","Archived","12","X","X","Stark"
"GTO","1411","7","1","ALPHA-PIC","06:48:11.4551","-61:56:29.00","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","100","Dec_13_2022_07:49:52","Dec_13_2022_08:54:19","1.10","Archived","12","X","X","Stark"
"GTO","1411","8","1","ALPHA-PIC","06:48:11.4551","-61:56:29.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Dec_13_2022_08:54:23","Dec_13_2022_10:17:16","1.56","Archived","12","X","X","Stark"
"GTO","1411","9","1","ALPHA-PIC-BACKGROUND","06:49:58.2200","-62:04:07.30","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Dec_13_2022_10:17:19","Dec_13_2022_10:59:15","0.88","Archived","12","X","X","Stark"
"GTO","1411","10","1","ALPHA-PIC-BACKGROUND","06:49:58.2200","-62:04:07.30","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","100","Dec_13_2022_10:59:18","Dec_13_2022_11:44:01","0.89","Archived","12","X","X","Stark"
"GTO","1411","20","1","ALPHA-PIC","06:48:11.4551","-61:56:29.00","DI","N/A","N/A","NIRCAM.F250M+F300M+F335M+F444W","N/A","BRIGHT2+BRIGHT2+SHALLOW4+SHALLOW4","10+10+10+10","X","X","2.63","Skipped","12","X","Rescheduled_by_WOPR_88648_as_observation_26_visit_1_in_this_program","Stark"
"GTO","1411","21","1","ALPHA-PIC","06:48:11.4551","-61:56:29.00","DI","N/A","N/A","NIRCAM.N/A","N/A","RAPID+RAPID","4+4","X","X","1.30","Failed","12","X","Rescheduled_by_WOPR_88648_as_observation_27_visit_1_in_this_program","Stark"
"GTO","1411","22","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","NIRCAM.N/A","N/A","RAPID+RAPID","4+4","Mar_17_2023_22:14:19","Mar_18_2023_00:33:39","2.41","Archived","12","X","X","Stark"
"GTO","1411","23","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","NIRCAM.N/A","N/A","RAPID+RAPID","4+4","Mar_18_2023_00:36:56","Mar_18_2023_02:25:44","2.09","Archived","12","X","X","Stark"
"GTO","1411","25","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","NIRCAM.F250M+F300M+F335M+F444W","N/A","BRIGHT2+BRIGHT2+SHALLOW4+SHALLOW4","10+10+10+10","Mar_18_2023_05:39:53","Mar_18_2023_08:23:41","3.21","Archived","12","X","X","Stark"
"GTO","1411","24","1","BETA-PIC","05:47:17.0877","-51:03:59.44","DI","N/A","N/A","NIRCAM.F250M+F300M+F335M+F444W","N/A","BRIGHT2+BRIGHT2+SHALLOW4+SHALLOW4","10+10+10+10","Mar_18_2023_02:25:48","Mar_18_2023_05:11:18","2.80","Archived","12","X","X","Stark"
"GTO","1411","26","1","ALPHA-PIC","06:48:11.4551","-61:56:29.00","DI","N/A","N/A","NIRCAM.F250M+F300M+F335M+F444W","N/A","BRIGHT2+BRIGHT2+SHALLOW4+SHALLOW4","10+10+10+10","Mar_18_2023_08:23:45","Mar_18_2023_10:22:47","2.34","Archived","12","X","Repeat_of_observation_20_visit(s)_1_in_this_program_by_WOPR_88648","Stark"
"GTO","1411","27","1","ALPHA-PIC","06:48:11.4551","-61:56:29.00","DI","N/A","N/A","NIRCAM.N/A","N/A","RAPID+RAPID","4+4","Mar_18_2023_10:22:50","Mar_18_2023_11:36:12","1.30","Archived","12","X","Repeat_of_observation_21_visit(s)_1_in_this_program_by_WOPR_88648","Stark"
"GTO","1412","1","1","51-ERI","04:37:36.1323","-02:28:24.77","DI","N/A","N/A","NIRCAM.F356W+F444W","N/A","MEDIUM8+DEEP8","2+2","Oct_19_2022_19:41:07","Oct_19_2022_21:33:45","1.70","Archived","12","X","X","Perrin"
"GTO","1412","2","1","51-ERI","04:37:36.1323","-02:28:24.77","DI","N/A","N/A","NIRCAM.F335M+F410M+F430M+F460M","N/A","BRIGHT2+BRIGHT2+BRIGHT2+BRIGHT2","10+10+10+10","X","X","2.03","Failed","12","X","Rescheduled_by_WOPR_88691_as_observation_12_visit_1_in_this_program","Perrin"
"GTO","1412","3","1","HD-30562","04:48:36.3850","-05:40:26.56","DI","N/A","N/A","NIRCAM.F356W+F444W","N/A","SHALLOW2+SHALLOW4","4+6","Oct_19_2022_23:20:53","Oct_20_2022_00:54:53","1.79","Archived","12","X","X","Perrin"
"GTO","1412","4","1","HD-30562","04:48:36.3850","-05:40:26.56","DI","N/A","N/A","NIRCAM.F335M+F410M+F430M+F460M","N/A","BRIGHT2+BRIGHT2+BRIGHT2+BRIGHT2","10+10+10+10","X","X","3.86","Failed","12","X","Rescheduled_by_WOPR_88691_as_observation_14_visit_1_in_this_program","Perrin"
"GTO","1412","5","1","51-ERI","04:37:36.1323","-02:28:24.77","DI","N/A","N/A","NIRCAM.F335M+F410M+F430M+F460M","N/A","BRIGHT2+BRIGHT2+BRIGHT2+BRIGHT2","10+10+10+10","X","X","2.09","Failed","12","X","Rescheduled_by_WOPR_88691_as_observation_15_visit_1_in_this_program","Perrin"
"GTO","1412","6","1","51-ERI","04:37:36.1323","-02:28:24.77","DI","N/A","N/A","NIRCAM.F356W+F444W","N/A","MEDIUM8+DEEP8","2+2","Oct_20_2022_06:12:05","Oct_20_2022_07:19:30","1.25","Archived","12","X","X","Perrin"
"GTO","1412","12","1","51-ERI","04:37:36.1323","-02:28:24.77","DI","N/A","N/A","NIRCAM.F335M+F410M+F430M+F460M","N/A","BRIGHT2+BRIGHT2+BRIGHT2+BRIGHT2","10+10+10+10","Oct_18_2023_05:50:04","Oct_18_2023_07:44:50","2.60","Archived","12","X","Repeat_of_observation_2_visit(s)_1_in_this_program_by_WOPR_88691","Perrin"
"GTO","1412","14","1","HD-30562","04:48:36.3850","-05:40:26.56","DI","N/A","N/A","NIRCAM.F335M+F410M+F430M+F460M","N/A","BRIGHT2+BRIGHT2+BRIGHT2+BRIGHT2","10+10+10+10","Oct_18_2023_07:44:54","Oct_18_2023_11:16:51","4.09","Archived","12","X","Repeat_of_observation_4_visit(s)_1_in_this_program_by_WOPR_88691","Perrin"
"GTO","1412","15","1","51-ERI","04:37:36.1323","-02:28:24.77","DI","N/A","N/A","NIRCAM.F335M+F410M+F430M+F460M","N/A","BRIGHT2+BRIGHT2+BRIGHT2+BRIGHT2","10+10+10+10","Oct_18_2023_11:16:55","Oct_18_2023_13:12:32","2.33","Archived","12","X","Repeat_of_observation_5_visit(s)_1_in_this_program_by_WOPR_88691","Perrin"
"GTO","1413","1","1","GJ-758","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","600","X","X","1.25","Failed","12","X","Rescheduled_by_WOPR_88837_as_observation_51_visit_1_in_this_program","Pueyo"
"GTO","1413","51","1","GJ-758-revised","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","600","Oct_12_2023_01:47:28","Oct_12_2023_02:44:59","1.25","Archived","12","X","Repeat_of_observation_1_visit(s)_1_in_this_program_by_WOPR_88837","Pueyo"
"GTO","1413","2","1","GJ-758","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","600","X","X","0.52","Failed","12","X","Rescheduled_by_WOPR_88837_as_observation_52_visit_1_in_this_program","Pueyo"
"GTO","1413","52","1","GJ-758-revised","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","600","Oct_12_2023_02:45:03","Oct_12_2023_03:11:33","0.52","Archived","12","X","Repeat_of_observation_2_visit(s)_1_in_this_program_by_WOPR_88837","Pueyo"
"GTO","1413","3","1","GJ-758","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","600","X","X","0.61","Failed","12","X","Rescheduled_by_WOPR_88837_as_observation_53_visit_1_in_this_program","Pueyo"
"GTO","1413","53","1","GJ-758-revised","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","600","Oct_12_2023_03:11:37","Oct_12_2023_03:43:11","0.61","Archived","12","X","Repeat_of_observation_3_visit(s)_1_in_this_program_by_WOPR_88837","Pueyo"
"GTO","1413","4","1","GJ-758-Background","19:23:42.5000","+33:13:15.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","600","Jul_15_2023_18:41:45","Jul_15_2023_19:33:02","0.82","Archived","12","X","X","Pueyo"
"GTO","1413","5","1","GJ-758-Background","19:23:42.5000","+33:13:15.00","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","600","Jul_15_2023_19:33:06","Jul_15_2023_20:04:15","0.56","Archived","12","X","X","Pueyo"
"GTO","1413","6","1","GJ-758-Background","19:23:42.5000","+33:13:15.00","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","600","Jul_15_2023_20:04:20","Jul_15_2023_20:34:44","0.56","Archived","12","X","X","Pueyo"
"GTO","1413","7","1","HD-190360","20:03:37.4053","+29:53:48.49","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","408","Jul_15_2023_20:34:48","Jul_15_2023_21:46:35","1.39","Archived","12","X","X","Pueyo"
"GTO","1413","8","1","HD-190360","20:03:37.4053","+29:53:48.49","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","408","Jul_15_2023_21:46:39","Jul_15_2023_22:40:55","1.02","Archived","12","X","X","Pueyo"
"GTO","1413","9","1","HD-190360","20:03:37.4053","+29:53:48.49","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","408","Jul_15_2023_22:40:59","Jul_15_2023_23:49:54","1.30","Archived","12","X","X","Pueyo"
"GTO","1413","10","1","HD-190360-BACKGROUND","20:03:42.0000","+29:55:53.50","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","408","Jul_15_2023_23:49:58","Jul_16_2023_00:11:53","0.46","Archived","12","X","X","Pueyo"
"GTO","1413","11","1","HD-190360-BACKGROUND","20:03:42.0000","+29:55:53.50","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","408","Jul_16_2023_00:11:57","Jul_16_2023_00:29:13","0.32","Archived","12","X","X","Pueyo"
"GTO","1413","12","1","HD-190360-BACKGROUND","20:03:42.0000","+29:55:53.50","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","408","Jul_16_2023_00:29:17","Jul_16_2023_00:46:23","0.32","Archived","12","X","X","Pueyo"
"GTO","1413","13","1","GJ-758","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","600","X","X","0.98","Failed","12","X","Rescheduled_by_WOPR_88837_as_observation_54_visit_1_in_this_program","Pueyo"
"GTO","1413","54","1","GJ-758-revised","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","600","Oct_12_2023_03:43:15","Oct_12_2023_04:29:02","0.94","Archived","12","X","Repeat_of_observation_13_visit(s)_1_in_this_program_by_WOPR_88837","Pueyo"
"GTO","1413","14","1","GJ-758","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","600","X","X","0.52","Failed","12","X","Rescheduled_by_WOPR_88837_as_observation_55_visit_1_in_this_program","Pueyo"
"GTO","1413","55","1","GJ-758-revised","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","600","Oct_12_2023_04:29:06","Oct_12_2023_04:59:53","0.52","Archived","12","X","Repeat_of_observation_14_visit(s)_1_in_this_program_by_WOPR_88837","Pueyo"
"GTO","1413","15","1","GJ-758","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","600","X","X","0.63","Failed","12","X","Rescheduled_by_WOPR_88837_as_observation_56_visit_1_in_this_program","Pueyo"
"GTO","1413","56","1","GJ-758-revised","19:23:34.0132","+33:13:19.08","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","600","Oct_12_2023_04:59:57","Oct_12_2023_05:29:51","0.63","Archived","12","X","Repeat_of_observation_15_visit(s)_1_in_this_program_by_WOPR_88837","Pueyo"
"GO","1563","9","1","49-CET","01:34:37.8799","-15:40:34.95","DI","N/A","N/A","NIRCAM.F444W","N/A","MEDIUM8","10","Aug_23_2023_10:02:32","Aug_23_2023_11:13:31","1.79","Archived","12","X","X","Chen"
"GO","1563","10","1","49-CET","01:34:37.8799","-15:40:34.95","DI","N/A","N/A","NIRCAM.F444W","N/A","MEDIUM8","10","Aug_23_2023_11:13:36","Aug_23_2023_12:26:59","1.47","Archived","12","X","X","Chen"
"GO","1563","11","1","RHO-CET-PSF-CALIBRATOR","02:25:56.9936","-12:17:25.86","DI","N/A","N/A","NIRCAM.F444W","N/A","SHALLOW4","10","Aug_23_2023_12:27:03","Aug_23_2023_13:45:51","1.46","Archived","12","X","X","Chen"
"GO","1618","1","1","EPS-MUS-OFFSET4ARCSEC-BIN","12:17:34.6045","-67:57:13.07","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","9.81","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_52_visit_1_in_this_program","Beichman"
"GO","1618","2","1","EPS-MUS-BACKGROUND","12:16:56.5000","-68:11:45.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","2.33","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_53_visit_1_in_this_program","Beichman"
"GO","1618","3","1","ALPHACENOFFSET-5ARCSECBIN","14:39:30.6305","-60:49:42.18","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","3.82","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_54_visit_1_in_this_program","Beichman"
"GO","1618","4","1","ALF-CEN-BACKGROUND","14:39:49.5000","-60:53:54.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","6.35","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_55_visit_1_in_this_program","Beichman"
"GO","1618","5","1","ALPHACENOFFSET-5ARCSECBIN","14:39:30.6305","-60:49:42.18","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","3.53","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_56_visit_1_in_this_program","Beichman"
"GO","1618","6","1","ALF-CEN-BACKGROUND","14:39:49.5000","-60:53:54.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","6.35","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_57_visit_1_in_this_program","Beichman"
"GO","1618","7","1","EPS-MUS-OFFSET4ARCSEC-BIN","12:17:34.6045","-67:57:13.07","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","9.55","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_58_visit_1_in_this_program","Beichman"
"GO","1618","8","1","EPS-MUS-BACKGROUND","12:16:56.5000","-68:11:45.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","2.34","Failed","12","X","Rescheduled_by_WOPR_88848_as_observation_59_visit_1_in_this_program","Beichman"
"GO","1618","52","1","NEW-EPS-MUS-OFFSET4ARCSEC-BIN","12:17:26.1870","-67:58:06.07","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_11_2024_11:29:34","Aug_11_2024_20:53:20","9.88","Archived","12","X","Repeat_of_observation_1_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","53","1","NEW-EPS-MUS-BACKGROUND1","12:16:54.1500","-68:12:06.10","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_11_2024_20:53:25","Aug_11_2024_22:11:00","1.81","Archived","12","X","Repeat_of_observation_2_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","54","1","AlphaCen-Offset-StarG0","14:39:30.6305","-60:49:42.18","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","X","X","3.57","Skipped","12","X","X","Beichman"
"GO","1618","55","1","Final_Acen_Bkgnd1","14:46:12.5300","-62:37:38.75","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_11_2024_22:39:05","Aug_12_2024_01:34:32","3.91","Archived","12","X","Repeat_of_observation_4_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","56","1","AlphaCen-Offset-StarG0","14:39:30.6305","-60:49:42.18","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_12_2024_04:03:25","Aug_12_2024_07:43:27","3.84","Archived","12","X","Repeat_of_observation_5_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","57","1","Final_Acen_Bkgnd2","14:46:11.5000","-62:37:22.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_12_2024_07:43:31","Aug_12_2024_10:45:22","3.26","Archived","12","X","Repeat_of_observation_6_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","58","1","NEW-EPS-MUS-OFFSET4ARCSEC-BIN","12:17:26.1870","-67:58:06.07","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_12_2024_10:45:27","Aug_12_2024_11:29:06","5.35","Archived","12","X","Repeat_of_observation_7_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","59","1","NEW-EPS-MUS-BACKGROUND1","12:16:54.1500","-68:12:06.10","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_12_2024_11:29:10","Aug_12_2024_12:37:49","1.12","Archived","12","X","Repeat_of_observation_8_visit(s)_1_in_this_program_by_WOPR_88848","Beichman"
"GO","1618","65","1","NEW-EPS-MUS-OFFSET4ARCSEC-BIN","12:17:26.1870","-67:58:06.07","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Aug_12_2024_12:37:53","Aug_12_2024_15:48:58","3.64","Archived","12","X","X","Beichman"
"GO","1618","61","1","NEW-EPS-MUS-OFFSET4ARCSEC-BIN","12:17:26.1870","-67:58:06.07","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Jul_07_2024_22:31:06","Jul_08_2024_00:21:18","2.14","Archived","12","X","X","Beichman"
"GO","1618","63","1","NEW-EPS-MUS-BACKGROUND1","12:16:54.1500","-68:12:06.10","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Jul_08_2024_02:21:37","Jul_08_2024_02:52:54","0.64","Archived","12","X","X","Beichman"
"GO","1618","62","1","Acen-Ofset--Star-G3","14:39:20.1323","-60:50:15.47","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Jul_08_2024_00:29:25","Jul_08_2024_02:21:33","0.95","Archived","12","X","X","Beichman"
"GO","1618","64","1","Final_Acen_Bkgnd1","14:46:12.5300","-62:37:38.75","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","30","Jul_08_2024_02:52:58","Jul_08_2024_03:27:04","0.71","Archived","12","X","X","Beichman"
"GO","1668","1","1","BKG-HD107146","12:19:12.8681","+16:32:30.76","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1251","Jun_15_2023_17:24:10","Jun_15_2023_19:34:41","2.07","Archived","12","X","X","Marino"
"GO","1668","2","1","HD107146","12:19:06.3136","+16:32:51.56","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1251","Jun_15_2023_19:34:46","Jun_15_2023_20:32:11","0.96","Archived","12","X","X","Marino"
"GO","1668","3","1","HD107146","12:19:06.3136","+16:32:51.56","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1251","Jun_15_2023_20:32:14","Jun_15_2023_21:33:41","1.27","Archived","12","X","X","Marino"
"GO","1668","4","1","PSF-HD107146","12:46:38.7773","+16:34:39.92","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","275","Jun_15_2023_21:33:45","Jun_15_2023_22:33:51","1.09","Archived","12","X","X","Marino"
"GO","1668","5","1","BKG-PSF-HD107146","12:46:41.9562","+16:35:55.08","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","275","Jun_15_2023_22:33:55","Jun_15_2023_22:49:14","0.36","Archived","12","X","X","Marino"
"GO","1668","6","1","BKG-HD92945","10:43:32.8174","-29:02:53.49","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1251","Jun_13_2023_16:39:22","Jun_13_2023_18:24:36","2.07","Archived","12","X","X","Marino"
"GO","1668","7","1","HD92945","10:43:28.0168","-29:03:52.21","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1251","Jun_13_2023_18:24:39","Jun_13_2023_19:29:20","0.96","Archived","12","X","X","Marino"
"GO","1668","8","1","HD92945","10:43:28.0168","-29:03:52.21","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1251","Jun_13_2023_19:29:24","Jun_13_2023_20:30:57","1.27","Archived","12","X","X","Marino"
"GO","1668","9","1","PSF-HD92945","10:59:30.8796","-16:21:13.48","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","145","Jun_13_2023_20:31:01","Jun_13_2023_21:22:51","1.02","Archived","12","X","X","Marino"
"GO","1668","10","1","BKG-PSF-HD92945","10:59:37.4217","-16:21:31.32","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","145","Jun_13_2023_21:22:55","Jun_13_2023_21:36:23","0.32","Archived","12","X","X","Marino"
