"Category","Program","Observation","Visit","Target","R.A. 2000","Dec. 2000","Event","Start.Phase","End.Phase","Mode","Subarray","Readout pattern","Groups","Start date","End date","Hours","Status","Prop.Period","Plan Windows","Repeat","PI name"
"GTO","1241","1","1","51-ERI-BCKG","04:36:40.6600","-02:28:19.70","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1250","Feb_20_2024_07:07:43","Feb_20_2024_10:19:16","3.81","Archived","12","X","X","Ressler"
"GTO","1241","2","1","51-ERI-BCKG","04:36:40.6600","-02:28:19.70","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1099","Feb_20_2024_10:19:20","Feb_20_2024_11:59:38","1.89","Archived","12","X","X","Ressler"
"GTO","1241","3","1","51-ERI-BCKG","04:36:40.6600","-02:28:19.70","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","810","Feb_20_2024_11:59:43","Feb_20_2024_15:18:17","3.57","Archived","12","X","X","Ressler"
"GTO","1241","4","1","51-ERI","04:37:36.1782","-02:28:25.77","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1250","Feb_20_2024_15:18:21","Feb_20_2024_17:08:24","1.96","Archived","12","X","X","Ressler"
"GTO","1241","5","1","51-ERI","04:37:36.1782","-02:28:25.77","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","1099","Feb_20_2024_17:08:28","Feb_20_2024_18:07:08","1.13","Archived","12","X","X","Ressler"
"GTO","1241","6","1","51-ERI","04:37:36.1782","-02:28:25.77","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","810","Feb_20_2024_18:07:12","Feb_20_2024_19:52:02","2.04","Archived","12","X","X","Ressler"
"GTO","1241","7","1","REF-51-ERI--TYC-4739-392-1","04:44:57.8054","-02:37:06.96","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","48","Feb_20_2024_19:52:06","Feb_20_2024_21:22:42","1.76","Archived","12","X","X","Ressler"
"GTO","1241","8","1","REF-51-ERI--TYC-4739-392-1","04:44:57.8054","-02:37:06.96","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","67","Feb_20_2024_21:22:46","Feb_20_2024_22:10:51","0.92","Archived","12","X","X","Ressler"
"GTO","1241","9","1","REF-51-ERI--TYC-4739-392-1","04:44:57.8054","-02:37:06.96","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","459","Feb_20_2024_22:10:55","Feb_20_2024_23:08:21","1.10","Archived","12","X","X","Ressler"
"GTO","1241","10","1","REF-51-ERI--BCKGR","04:45:16.6800","-02:35:49.30","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","48","Feb_20_2024_23:08:25","Feb_20_2024_23:34:58","0.57","Archived","12","X","X","Ressler"
"GTO","1241","11","1","REF-51-ERI--BCKGR","04:45:16.6800","-02:35:49.30","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","67","Feb_20_2024_23:35:02","Feb_20_2024_23:50:58","0.35","Archived","12","X","X","Ressler"
"GTO","1241","12","1","REF-51-ERI--BCKGR","04:45:16.6800","-02:35:49.30","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","459","Feb_20_2024_23:51:02","Feb_21_2024_00:16:45","0.54","Archived","12","X","X","Ressler"
"GTO","1241","13","1","KAPPA-AND-BCKG","23:39:33.4900","+44:21:13.90","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1250","Sep_19_2023_10:25:50","Sep_19_2023_11:35:17","1.49","Archived","12","X","X","Ressler"
"GTO","1241","14","1","KAPPA-AND-BCKG","23:39:33.4900","+44:21:13.90","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","28","Sep_19_2023_11:35:21","Sep_19_2023_11:48:47","0.25","Archived","12","X","X","Ressler"
"GTO","1241","15","1","KAPPA-AND-BCKG","23:39:33.4900","+44:21:13.90","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","28","Sep_19_2023_11:48:51","Sep_19_2023_12:00:13","0.25","Archived","12","X","X","Ressler"
"GTO","1241","16","1","KAPPA-AND","23:40:24.6243","+44:20:01.87","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1250","Sep_19_2023_12:00:17","Sep_19_2023_12:39:54","0.77","Archived","12","X","X","Ressler"
"GTO","1241","17","1","KAPPA-AND","23:40:24.6243","+44:20:01.87","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","28","Sep_19_2023_12:39:58","Sep_19_2023_12:55:12","0.29","Archived","12","X","X","Ressler"
"GTO","1241","18","1","KAPPA-AND","23:40:24.6243","+44:20:01.87","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","28","Sep_19_2023_12:55:16","Sep_19_2023_13:12:58","0.35","Archived","12","X","X","Ressler"
"GTO","1241","19","1","REF-KAPPA-AND--HD-222389","23:39:51.0752","+45:26:36.79","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","7","Sep_19_2023_13:13:02","Sep_19_2023_13:49:42","0.75","Archived","12","X","X","Ressler"
"GTO","1241","20","1","REF-KAPPA-AND--HD-222389","23:39:51.0752","+45:26:36.79","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","7","Sep_19_2023_13:49:46","Sep_19_2023_14:11:12","0.40","Archived","12","X","X","Ressler"
"GTO","1241","21","1","REF-KAPPA-AND--HD-222389","23:39:51.0752","+45:26:36.79","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","277","Sep_19_2023_14:11:16","Sep_19_2023_14:52:35","0.71","Archived","12","X","X","Ressler"
"GTO","1241","22","1","REF-KAPPA-AND--BCKGR","23:38:58.9500","+45:25:30.70","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","7","Sep_19_2023_14:52:39","Sep_19_2023_15:11:15","0.39","Archived","12","X","X","Ressler"
"GTO","1241","23","1","REF-KAPPA-AND--BCKGR","23:38:58.9500","+45:25:30.70","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","7","Sep_19_2023_15:11:20","Sep_19_2023_15:22:12","0.19","Archived","12","X","X","Ressler"
"GTO","1241","24","1","REF-KAPPA-AND--BCKGR","23:38:58.9500","+45:25:30.70","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","277","Sep_19_2023_15:22:16","Sep_19_2023_15:39:58","0.33","Archived","12","X","X","Ressler"
"GTO","1241","25","1","BETA-PIC-BCKGR","05:46:24.5400","-51:07:08.00","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","209","Sep_03_2023_15:56:59","Sep_03_2023_16:45:52","0.92","Archived","12","X","X","Ressler"
"GTO","1241","26","1","BETA-PIC-BCKGR","05:46:24.5400","-51:07:08.00","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","167","Sep_03_2023_16:45:57","Sep_03_2023_16:58:29","0.18","Archived","12","X","X","Ressler"
"GTO","1241","27","1","BETA-PIC","05:47:17.0953","-51:03:58.15","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","209","Sep_03_2023_16:58:33","Sep_03_2023_17:26:21","0.55","Archived","12","X","X","Ressler"
"GTO","1241","28","1","BETA-PIC","05:47:17.0953","-51:03:58.15","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","167","Sep_03_2023_17:26:25","Sep_03_2023_17:46:05","0.39","Archived","12","X","X","Ressler"
"GTO","1241","29","1","REF2-BETA-PIC--CD-45-2093","05:38:32.4164","-45:47:47.61","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","42","Sep_03_2023_17:46:09","Sep_03_2023_18:26:36","0.74","Archived","12","X","X","Ressler"
"GTO","1241","30","1","REF2-BETA-PIC--CD-45-2093","05:38:32.4164","-45:47:47.61","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","55","Sep_03_2023_18:26:40","Sep_03_2023_18:50:19","0.45","Archived","12","X","X","Ressler"
"GTO","1241","31","1","REF2-BETA-PIC--BCKGR","05:37:34.7400","-45:51:23.90","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","42","Sep_03_2023_18:50:23","Sep_03_2023_19:08:39","0.41","Archived","12","X","X","Ressler"
"GTO","1241","32","1","REF2-BETA-PIC--BCKGR","05:37:34.7400","-45:51:23.90","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","55","Sep_03_2023_19:08:43","Sep_03_2023_19:20:58","0.28","Archived","12","X","X","Ressler"
"GTO","1241","33","1","HR-2562-BKGRD","06:49:12.9300","-60:18:02.12","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1250","Mar_10_2023_15:05:01","Mar_10_2023_16:13:10","1.68","Archived","12","X","X","Ressler"
"GTO","1241","34","1","HR-2562-BKGRD","06:49:12.9300","-60:18:02.12","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","98","Mar_10_2023_16:13:13","Mar_10_2023_16:27:38","0.24","Archived","12","X","X","Ressler"
"GTO","1241","35","1","HR-2562-BKGRD","06:49:12.9300","-60:18:02.12","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","98","Mar_10_2023_16:27:42","Mar_10_2023_16:40:20","0.24","Archived","12","X","X","Ressler"
"GTO","1241","36","1","HR-2562","06:50:01.0252","-60:14:55.24","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","1250","Mar_10_2023_16:40:24","Mar_10_2023_17:27:49","0.85","Archived","12","X","X","Ressler"
"GTO","1241","37","1","HR-2562","06:50:01.0252","-60:14:55.24","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","98","Mar_10_2023_17:27:52","Mar_10_2023_17:43:39","0.30","Archived","12","X","X","Ressler"
"GTO","1241","38","1","HR-2562","06:50:01.0252","-60:14:55.24","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","98","Mar_10_2023_17:43:43","Mar_10_2023_18:02:04","0.37","Archived","12","X","X","Ressler"
"GTO","1241","39","1","REF-HR-2562--HD-49518","06:44:44.1923","-61:13:27.14","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","29","Mar_10_2023_18:02:07","Mar_10_2023_18:40:34","0.77","Archived","12","X","X","Ressler"
"GTO","1241","40","1","REF-HR-2562--HD-49518","06:44:44.1923","-61:13:27.14","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","29","Mar_10_2023_18:40:37","Mar_10_2023_19:02:56","0.42","Archived","12","X","X","Ressler"
"GTO","1241","41","1","REF-HR-2562--HD-49518","06:44:44.1923","-61:13:27.14","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","496","Mar_10_2023_19:03:00","Mar_10_2023_19:53:18","0.96","Archived","12","X","X","Ressler"
"GTO","1241","42","1","REF-HR-2562--BCKGR","06:43:46.0000","-61:13:55.00","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","29","Mar_10_2023_19:53:22","Mar_10_2023_20:10:28","0.39","Archived","12","X","X","Ressler"
"GTO","1241","43","1","REF-HR-2562--BCKGR","06:43:46.0000","-61:13:55.00","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","29","Mar_10_2023_20:10:33","Mar_10_2023_20:22:07","0.25","Archived","12","X","X","Ressler"
"GTO","1241","44","1","REF-HR-2562--BCKGR","06:43:46.0000","-61:13:55.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","496","Mar_10_2023_20:22:11","Mar_10_2023_20:45:03","0.49","Archived","12","X","X","Ressler"
"GTO","1277","1","1","HD-95086","10:57:03.0200","-68:40:02.40","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","500","Mar_16_2023_02:35:51","Mar_16_2023_04:03:43","1.69","Archived","12","X","X","Lagage"
"GTO","1277","2","1","HD-95086","10:57:03.0200","-68:40:02.40","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","500","Mar_16_2023_04:03:47","Mar_16_2023_04:55:25","0.96","Archived","12","X","X","Lagage"
"GTO","1277","3","1","HD-95086","10:57:03.0200","-68:40:02.40","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","30","Mar_16_2023_04:55:29","Mar_16_2023_05:52:50","1.08","Archived","12","X","X","Lagage"
"GTO","1277","4","1","HD-95086-BACKGOUND","10:57:06.7600","-68:43:20.80","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","30","Mar_16_2023_05:52:54","Mar_16_2023_06:38:38","0.93","Archived","12","X","X","Lagage"
"GTO","1277","5","1","HD-95086-BACKGOUND","10:57:06.7600","-68:43:20.80","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","500","Mar_16_2023_06:38:41","Mar_16_2023_07:22:34","0.86","Archived","12","X","X","Lagage"
"GTO","1277","6","1","HD-95086-BACKGOUND","10:57:06.7600","-68:43:20.80","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","500","Mar_16_2023_07:22:38","Mar_16_2023_08:06:09","0.81","Archived","12","X","X","Lagage"
"GTO","1277","7","1","HD-310459","11:14:09.6246","-68:34:11.57","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","150","Mar_16_2023_08:06:13","Mar_16_2023_09:36:11","1.77","Archived","12","X","X","Lagage"
"GTO","1277","8","1","HD-310459","11:14:09.6246","-68:34:11.57","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","150","Mar_16_2023_09:36:15","Mar_16_2023_10:50:14","1.40","Archived","12","X","X","Lagage"
"GTO","1277","9","1","HD-310459","11:14:09.6246","-68:34:11.57","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","30","Mar_16_2023_10:50:18","Mar_16_2023_11:48:06","1.08","Archived","12","X","X","Lagage"
"GTO","1277","10","1","HD-310459-BACKGROUND","11:15:38.2600","-68:36:00.20","DI","N/A","N/A","MIRI.F2300C","LYOT","FASTR1","30","Mar_16_2023_11:48:10","Mar_16_2023_12:37:59","1.03","Archived","12","X","X","Lagage"
"GTO","1277","11","1","HD-310459-BACKGROUND","11:15:38.2600","-68:36:00.20","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","150","Mar_16_2023_12:38:04","Mar_16_2023_13:00:39","0.45","Archived","12","X","X","Lagage"
"GTO","1277","12","1","HD-310459-BACKGROUND","11:15:38.2600","-68:36:00.20","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","150","Mar_16_2023_13:00:42","Mar_16_2023_13:22:46","0.41","Archived","12","X","X","Lagage"
"GTO","1277","13","1","GJ-504","13:16:46.5200","+09:25:27.00","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","500","Jul_04_2023_11:01:15","Jul_04_2023_11:45:46","0.86","Archived","12","X","X","Lagage"
"GTO","1277","14","1","GJ-504","13:16:46.5200","+09:25:27.00","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","500","Jul_04_2023_11:45:50","Jul_04_2023_12:17:48","0.45","Archived","12","X","X","Lagage"
"GTO","1277","15","1","GJ-504","13:16:46.5200","+09:25:27.00","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","500","Jul_04_2023_12:17:52","Jul_04_2023_12:41:02","0.45","Archived","12","X","X","Lagage"
"GTO","1277","16","1","GJ-504-BACKGROUND","13:17:08.7600","+09:34:12.60","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","500","Jul_04_2023_12:41:07","Jul_04_2023_13:05:45","0.54","Archived","12","X","X","Lagage"
"GTO","1277","17","1","GJ-504-BACKGROUND","13:17:08.7600","+09:34:12.60","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","500","Jul_04_2023_13:05:48","Jul_04_2023_13:23:18","0.34","Archived","12","X","X","Lagage"
"GTO","1277","18","1","GJ-504-BACKGROUND","13:17:08.7600","+09:34:12.60","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","500","Jul_04_2023_13:23:22","Jul_04_2023_13:43:17","0.44","Archived","12","X","X","Lagage"
"GTO","1277","19","1","HD-106906","12:17:53.1923","-55:58:31.89","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","500","May_16_2023_18:11:50","May_16_2023_19:31:19","0.61","Archived","12","X","X","Lagage"
"GTO","1277","20","1","HD-106906","12:17:53.1923","-55:58:31.89","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","500","May_16_2023_19:31:23","May_16_2023_20:26:21","0.92","Archived","12","X","X","Lagage"
"GTO","1277","21","1","HD-106906-BACKGROUND","12:17:46.8000","-55:57:04.90","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","500","May_16_2023_20:26:25","May_16_2023_21:14:51","0.88","Archived","12","X","X","Lagage"
"GTO","1277","22","1","HD-106906-BACKGROUND","12:17:46.8000","-55:57:04.90","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","500","May_16_2023_21:14:54","May_16_2023_21:35:08","0.36","Archived","12","X","X","Lagage"
"GTO","1282","150","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","X","X","1.28","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_160_visit_1_in_this_program","Henning"
"GTO","1282","160","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","Feb_15_2024_19:19:42","Feb_15_2024_20:48:02","1.28","Archived","12","X","Repeat_of_observation_150_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","151","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","X","X","0.56","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_161_visit_1_in_this_program","Henning"
"GTO","1282","161","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","Feb_15_2024_20:48:06","Feb_15_2024_21:17:21","0.56","Archived","12","X","Repeat_of_observation_151_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","152","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","X","X","0.96","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_162_visit_1_in_this_program","Henning"
"GTO","1282","162","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","Feb_15_2024_21:17:25","Feb_15_2024_22:05:14","0.97","Archived","12","X","Repeat_of_observation_152_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","153","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","X","X","0.56","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_163_visit_1_in_this_program","Henning"
"GTO","1282","163","1","V-TW-HYA.CORO","11:01:51.8195","-34:42:17.25","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","Feb_15_2024_22:05:18","Feb_15_2024_22:36:44","0.56","Archived","12","X","Repeat_of_observation_153_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","154","1","TW-HYA.BG","11:01:54.1000","-34:41:56.50","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","X","X","0.77","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_164_visit_1_in_this_program","Henning"
"GTO","1282","164","1","TW-HYA.BG","11:01:54.1000","-34:41:56.50","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","Feb_15_2024_22:36:48","Feb_15_2024_23:24:51","0.77","Archived","12","X","Repeat_of_observation_154_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","155","1","TW-HYA.BG","11:01:54.1000","-34:41:56.50","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","X","X","0.72","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_165_visit_1_in_this_program","Henning"
"GTO","1282","165","1","TW-HYA.BG","11:01:54.1000","-34:41:56.50","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","80","Feb_15_2024_23:24:55","Feb_16_2024_00:03:22","0.72","Archived","12","X","Repeat_of_observation_155_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","156","1","6-26-CRT_PSF.CORO","11:41:43.9387","-32:29:58.36","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","50","X","X","1.08","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_166_visit_1_in_this_program","Henning"
"GTO","1282","166","1","6-26-CRT_PSF.CORO","11:41:43.9387","-32:29:58.36","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","50","Feb_16_2024_00:03:26","Feb_16_2024_01:00:53","1.09","Archived","12","X","Repeat_of_observation_156_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"GTO","1282","157","1","6-26_CRT_REF.BG","11:41:45.3450","-32:30:07.69","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","50","X","X","0.41","Skipped","12","X","Rescheduled_by_WOPR_88805_as_observation_167_visit_1_in_this_program","Henning"
"GTO","1282","167","1","6-26_CRT_REF.BG","11:41:45.3450","-32:30:07.69","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","50","Feb_16_2024_01:00:57","Feb_16_2024_01:20:32","0.41","Archived","12","X","Repeat_of_observation_157_visit(s)_1_in_this_program_by_WOPR_88805","Henning"
"ERS","1386","1","1","HIP-68245","13:58:16.2351","-42:06:03.03","DI","N/A","N/A","NIRCAM.F250M+F300M+F410M+F356W+F444W","N/A","MEDIUM8+MEDIUM8+MEDIUM8+MEDIUM8+MEDIUM8","4+4+4+4+4","Jul_29_2022_22:01:51","Jul_30_2022_01:13:41","3.11","Archived","0","X","X","Hinkley"
"ERS","1386","2","1","HIP-65426","13:24:36.0980","-51:30:16.05","DI","N/A","N/A","NIRCAM.F250M+F300M+F410M+F356W+F444W","N/A","DEEP8+DEEP8+DEEP8+DEEP8+DEEP8","15+15+15+15+15","Jul_30_2022_01:13:45","Jul_30_2022_03:16:30","2.32","Archived","0","X","X","Hinkley"
"ERS","1386","3","1","HIP-65426","13:24:36.0980","-51:30:16.05","DI","N/A","N/A","NIRCAM.F250M+F300M+F410M+F356W+F444W","N/A","DEEP8+DEEP8+DEEP8+DEEP8+DEEP8","15+15+15+15+15","Jul_30_2022_03:16:34","Jul_30_2022_05:17:18","2.33","Archived","0","X","X","Hinkley"
"ERS","1386","5","1","HIP-65426","13:24:36.0980","-51:30:16.05","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","101","Jul_17_2022_18:57:12","Jul_17_2022_19:49:54","0.95","Archived","0","X","X","Hinkley"
"ERS","1386","4","1","HIP-65426","13:24:36.0980","-51:30:16.05","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","101","Jul_17_2022_17:51:03","Jul_17_2022_18:57:08","1.24","Archived","0","X","X","Hinkley"
"ERS","1386","6","1","HIP-68245","13:58:16.2351","-42:06:03.03","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","52","Jul_17_2022_19:49:58","Jul_17_2022_20:48:04","1.10","Archived","0","X","X","Hinkley"
"ERS","1386","7","1","HIP-68245","13:58:16.2351","-42:06:03.03","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Jul_17_2022_20:48:08","Jul_17_2022_22:20:30","1.76","Archived","0","X","X","Hinkley"
"ERS","1386","8","1","HIP-65426","13:24:36.0980","-51:30:16.05","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","250","Jul_17_2022_22:20:34","Jul_17_2022_23:59:25","1.79","Archived","0","X","X","Hinkley"
"ERS","1386","9","1","HIP-65426","13:24:36.0980","-51:30:16.05","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","250","Jul_17_2022_23:59:29","Jul_18_2022_01:33:12","1.79","Archived","0","X","X","Hinkley"
"ERS","1386","28","1","HIP-65426-BACKGROUND","13:24:44.2915","-51:29:31.54","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","101","Jul_18_2022_01:33:16","Jul_18_2022_02:27:55","0.88","Archived","0","X","X","Hinkley"
"ERS","1386","29","1","HIP-65426-BACKGROUND","13:24:44.2915","-51:29:31.54","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","52","Jul_18_2022_02:27:59","Jul_18_2022_02:42:36","0.26","Archived","0","X","X","Hinkley"
"ERS","1386","30","1","HIP-65426-BACKGROUND","13:24:44.2915","-51:29:31.54","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","250","Jul_18_2022_02:42:39","Jul_18_2022_04:53:01","2.51","Archived","0","X","X","Hinkley"
"ERS","1386","31","1","HIP-65426-BACKGROUND","13:24:44.2915","-51:29:31.54","DI","N/A","N/A","MIRI.F1550C","FOUR_QPM","FASTR1","100","Jul_18_2022_04:53:05","Jul_18_2022_05:20:12","0.48","Archived","0","X","X","Hinkley"
"ERS","1386","16","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","RAPID+BRIGHT1","9+9","X","X","3.85","Skipped","0","X","Rescheduled_by_WOPR_88511_as_observation_116_visit_1_in_this_program","Hinkley"
"ERS","1386","18","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","DEEP8+DEEP8","10+17","X","X","3.43","Failed","0","X","Rescheduled_by_WOPR_88511_as_observation_118_visit_1_in_this_program","Hinkley"
"ERS","1386","17","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","DEEP8+DEEP8","10+17","X","X","3.41","Skipped","0","X","Rescheduled_by_WOPR_88511_as_observation_117_visit_1_in_this_program","Hinkley"
"ERS","1386","38","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","NIRCAM.F300M+F360M","N/A","RAPID+RAPID","5+5","X","X","1.06","Skipped","0","X","Rescheduled_by_WOPR_88511_as_observation_138_visit_1_in_this_program","Hinkley"
"ERS","1386","19","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","853","Aug_02_2022_04:53:03","Aug_02_2022_05:57:21","0.80","Archived","0","X","X","Hinkley"
"ERS","1386","20","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","853","Aug_02_2022_05:57:25","Aug_02_2022_06:54:15","1.08","Archived","0","X","X","Hinkley"
"ERS","1386","21","1","HD-140986","15:46:45.4121","-06:07:13.28","DI","N/A","N/A","MIRI.F1065C","FOUR_QPM","FASTR1","290","Aug_02_2022_06:54:19","Aug_02_2022_07:50:32","1.13","Archived","0","X","X","Hinkley"
"ERS","1386","22","1","HD-141569A","15:49:57.7302","-03:55:16.64","DI","N/A","N/A","MIRI.F1140C","FOUR_QPM","FASTR1","940","Aug_02_2022_09:18:18","Aug_02_2022_10:09:45","0.79","Archived","0","X","X","Hinkley"
