Unnamed: 0,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,st_age,st_ageerr1,st_ageerr2,st_agelim,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM,pl_masse,pl_masseerr2,pl_masseerr1,pl_masse_calc,pl_g,pl_rho_ratio,pl_vesc,score_CO2,score_CH4,score_N2O2
3822,TOI-1685 b,TOI-1685,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,0.66913924,4.2e-07,-4.2e-07,0.0,0.01138,0.00035,-0.00034,0.0,1.468,0.05,-0.051,0.0,0.131,0.004,-0.005,0.0,3.03,0.33,-0.32,0.0,0.00953,0.00104,-0.00101,0.0,Mass,0.0,,,0.0,236.0,15.0,-15.0,0.0,1062.0,27.0,-27.0,0.0,87.17,0.81,-0.7,0.0,0,0.918,0.015,-0.015,0.0,5.158,0.019,-0.018,0.0,0.0292575222953421,0.00057,-0.00061,0.0,,,,,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,M2.65 V,3575.0,53.0,-53.0,0.0,0.46,0.01,-0.01,0.0,0.45,0.02,-0.02,0.0,0.3,0.1,-0.1,0.0,[Fe/H],4.85,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.6153,0.0728,-0.0725,13.378,0.028,-0.028,9.616,0.022,-0.022,9.005,0.023,-0.023,8.758,0.02,-0.02,12.2956,0.000308,-0.000308,2024-08-07,2024-05,2024-08-07,1.0,0.3,-0.3,0.0,2024-05-01,1089.614306053548,0.0008560026108624,0.19,12.191194847261336,1.0,1.055339323319913,153.68358579672167,11.681127848593894,3.03,-0.32,0.33,3.03,13.793025042876552,0.7866236545547018,16.07060560775424,-0.1561675368892801,-1.4345594130147095,-0.4458082825899903
4203,TRAPPIST-1 b,TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,1,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.510826,6e-06,-6e-06,0.0,0.01154,0.0001,-0.0001,0.0,1.116,0.014,-0.012,0.0,0.1,0.001,-0.001,0.0,1.374,0.069,-0.069,0.0,0.00432,0.00022,-0.00022,0.0,Mass,0.00622,0.00304,-0.00304,0.0,4.15,0.16,-0.16,0.0,397.6,3.8,-3.8,0.0,89.728,0.165,-0.165,0.0,1,0.601,0.0018,-0.0018,0.0,20.843,0.094,-0.155,0.0,0.0852613626563174,0.00037,-0.00037,0.0,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0.0,0.09,0.0,-0.0,0.0,0.053,0.088,-0.088,0.0,[Fe/H],5.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2022-11-14,2021-02,2022-11-14,0.5,,,-1.0,2021-02-01,396.7864383380963,0.007269499962012,0.19,28.38924089707209,1.0,1.0,100.96036065278244,3.7792723098130714,1.374,-0.069,0.069,1.374,10.822493929934094,0.9383849357780861,12.411813055827507,-0.16375885723880562,-0.9382164853653465,-0.6590457847802867
4396,Wolf 327 b,Wolf 327,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MURGAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240112150M/abstract target=ref>Murgas et al. 2024</a>,0.5734745,3e-07,-3e-07,0.0,0.01,0.0004,-0.0004,0.0,1.24,0.06,-0.06,0.0,0.111,0.005,-0.005,0.0,2.53,0.46,-0.46,0.0,0.00796,0.00145,-0.00145,0.0,Mass,0.0,,,0.0,233.9,18.3,-18.3,0.0,996.0,22.0,-22.0,0.0,84.89,0.41,-0.38,0.0,0,,,,,5.3,0.06,-0.06,0.0,0.0277272724085584,0.0007,-0.0007,0.0,,,,,<a refstr=MURGAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240112150M/abstract target=ref>Murgas et al. 2024</a>,M2.5 V,3542.0,70.0,-70.0,0.0,0.41,0.01,-0.01,0.0,0.41,0.02,-0.02,0.0,-0.17,0.04,-0.04,0.0,[Fe/H],4.87,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h53m30.80s,148.3783199,+35d34m13.97s,35.570548,28.5321,0.0512,-0.0512,13.018,0.062,-0.062,9.308,0.022,-0.022,8.682,0.021,-0.021,8.435,0.017,-0.017,11.9522,0.000646,-0.000646,2024-02-05,2024-01,2024-02-05,4.1,3.2,-2.4,0.0,2024-01-01,1087.182245354918,0.0007688016352184,0.19,12.735991870941763,1.0,0.9431727218179008,139.06879231695922,12.265548537498312,2.53,-0.46,0.46,2.53,16.141584287200832,1.1292581005430713,15.978035239299707,-0.26210154907241545,-1.5019165933737648,-0.5410780876232755
92,GJ 3473 b,GJ 3473,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.1980035,1.8e-06,-1.9e-06,0.0,0.01589,0.00062,-0.00062,0.0,1.264,0.05,-0.049,0.0,0.113,0.004,-0.004,0.0,1.86,0.3,-0.3,0.0,0.00585,0.00094,-0.00094,0.0,Mass,0.0,,,0.0,59.4,5.0,-4.5,0.0,773.0,16.0,-15.0,0.0,87.95,0.47,-0.45,0.0,0,0.95,0.015,-0.014,0.0,9.39,0.19,-0.21,0.0,0.0321894750291473,0.00069,-0.00067,0.0,,,,,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,,3347.0,54.0,-54.0,0.0,0.36,0.01,-0.01,0.0,0.36,0.02,-0.02,0.0,0.11,0.19,-0.19,0.0,[Fe/H],4.81,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644,0.0376,-0.0376,13.74,0.027,-0.027,9.627,0.023,-0.023,9.063,0.022,-0.022,8.829001,0.024,-0.024,12.465,0.000343,-0.000343,2020-10-16,2020-10,2020-10-22,,,,,2020-10-01,771.7762452717325,0.001036162302652,0.19,14.58707729408007,1.0,1.0,93.45480599374994,6.874778853679449,1.86,-0.3,0.3,1.86,11.420570621695243,0.8303140737195362,13.569282737774722,-0.3027873318573717,-1.2287939038019693,-0.545504696897319
3796,TOI-1450 A b,TOI-1450 A,1,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=BRADY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240510400B/abstract target=ref>Brady et al. 2024</a>,2.0439274,1e-06,-1e-06,0.0,,,,,1.13,0.043,-0.043,0.0,0.101,0.004,-0.004,0.0,1.258,0.128,-0.128,0.0,0.00396,0.0004,-0.0004,0.0,Mass,,,,,46.09755398968762,,,,722.0,35.0,-35.0,0.0,86.245,0.237,-0.237,0.0,0,0.988,0.013,-0.013,0.0,11.23,0.37,-0.37,0.0,0.0215827374107613,,,,,,,,<a refstr=BRADY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240510400B/abstract target=ref>Brady et al. 2024</a>,M3.0 V,3437.0,86.0,-86.0,0.0,0.48,0.03,-0.03,0.0,0.48,0.02,-0.02,0.0,-0.12,0.17,-0.17,0.0,[Fe/H],4.76,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m24.98s,286.8540627,+59d05m11.85s,59.0866254,22.4467,0.0132,-0.0131,12.28,0.2,-0.2,8.457,0.021,-0.021,7.82,0.033,-0.033,7.565,0.017,-0.017,11.2394,0.000676,-0.000676,2024-06-10,2024-05,2024-06-10,,,,,2024-05-01,722.0,0.0004658145541418,0.19,13.898342603039794,0.9506715604676372,0.6631507335862499,34.150689132864564,4.4963153607145605,1.258,-0.128,0.128,1.258,9.66479755658235,0.8370786677383829,11.802528436076638,-0.3684011662611406,-1.1225023640330538,-1.057694840131621
3645,LP 791-18 d,LP 791-18,1,1,3,Transit,2023,Spitzer Space Telescope,1,Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,2.753436,1.3e-05,-1.3e-05,0.0,0.01992,0.00024,-0.00024,0.0,1.032,0.044,-0.043,0.0,0.092,0.004,-0.004,0.0,0.9,0.5,-0.4,0.0,0.00283,0.00157,-0.00126,0.0,Mass,0.0015,0.00014,-0.00014,0.0,5.83,0.15,-0.14,0.0,395.5,2.6,-2.3,0.0,89.34,0.41,-0.41,0.0,1,0.9152,0.025,-0.0252,0.0,23.793333333333337,,,,0.0525625604906329,0.0009,-0.0009,0.0,,,,,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960.0,55.0,-55.0,0.0,0.18,0.01,-0.01,0.0,0.14,0.01,-0.01,0.0,-0.09,0.19,-0.19,0.0,[Fe/H],5.12,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,0.064,-0.0638,16.91,0.2,-0.2,11.559,0.024,-0.024,10.993,0.022,-0.022,10.644,0.023,-0.023,15.0715,0.001324,-0.001324,2023-05-14,2023-05,2023-05-14,0.5,,,-1.0,2023-05-01,431.978303576889,0.0027628227653314,0.19,15.089231021363288,1.0,1.0,45.25954191959983,1.4433360073923018,0.9,-0.4,0.5,0.9,8.289954029204976,0.8290218010402282,10.446128472093571,-0.47295421182188446,-1.0733841754851576,-1.2532861858797006
4205,TRAPPIST-1 d,TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,1,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,4.049219,2.6e-05,-2.6e-05,0.0,0.02227,0.00019,-0.00019,0.0,0.788,0.011,-0.01,0.0,0.07,0.001,-0.001,0.0,0.388,0.012,-0.012,0.0,0.00122,4e-05,-4e-05,0.0,Mass,0.00837,0.00093,-0.00093,0.0,1.11,0.04,-0.04,0.0,286.2,2.8,-2.8,0.0,89.896,0.077,-0.077,0.0,1,0.8145,0.004,-0.004,0.0,40.216,0.182,-0.299,0.0,0.06020246753869,0.00052,-0.00052,0.0,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0.0,0.09,0.0,-0.0,0.0,0.053,0.088,-0.088,0.0,[Fe/H],5.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2022-11-14,2021-02,2022-11-14,,,,,2021-02-01,285.34846497492697,0.003624337097747,0.19,25.45151134015967,1.0,1.0,8.953388822494263,0.3351542549675894,0.388,-0.012,0.012,0.388,6.129828132649643,0.8958040232742488,7.849223776005517,-0.4973137633083211,-1.0321479044111683,-1.5040040985093408
98,GJ 806 b,GJ 806,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,0.9263237,9e-07,-9e-07,0.0,0.01406,0.0003,-0.0003,0.0,1.331,0.023,-0.023,0.0,0.119,0.002,-0.002,0.0,1.9,0.17,-0.17,0.0,0.00598,0.00053,-0.00053,0.0,Mass,,,,,130.0,6.0,-6.0,0.0,940.0,10.0,-10.0,0.0,87.7,0.6,-0.5,0.0,0,0.93,0.01,-0.01,0.0,7.3,0.13,-0.13,0.0,0.0297620964320898,0.0004,-0.0004,0.0,,,,,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,M1.5 V,3600.0,16.0,-16.0,0.0,0.41,0.0,-0.0,0.0,0.41,0.01,-0.01,0.0,-0.28,0.07,-0.07,0.0,[Fe/H],4.98,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445,0.00435,-0.00435,10.79,0.1,-0.1,7.329,0.018,-0.018,6.769,0.023,-0.023,6.533,0.016,-0.016,9.82461,0.000759,-0.000759,2023-11-28,2023-10,2023-11-28,5.0,3.0,-4.0,0.0,2023-10-01,938.7082483570802,0.000885782384033,0.19,45.05023771830294,0.59274814764633,0.3727788847166307,115.2412574937624,24.4042396303166,1.9,-0.17,0.17,1.9,10.521229582272358,0.723153381290377,13.364777391390524,-0.6118043487773894,-1.5065064710499865,-0.9349816995668567
4113,TOI-544 b,TOI-544,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,1.548352,2e-06,-2e-06,0.0,0.0225,0.0002,-0.0002,0.0,2.018,0.076,-0.076,0.0,0.18,0.007,-0.007,0.0,2.89,0.48,-0.48,0.0,0.00909,0.00151,-0.00151,0.0,Mass,0.0,,,0.0,206.72274778916983,,,,999.0,14.0,-14.0,0.0,,,,,0,1.21,0.03,-0.03,0.0,7.802419354838709,,,,0.0298399982380243,0.0007,-0.0007,0.0,,,,,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,,4169.0,70.0,-70.0,0.0,0.62,0.01,-0.01,0.0,0.63,0.02,-0.02,0.0,-0.17,0.09,-0.09,0.0,[Fe/H],4.68,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166,0.0736,-0.0732,10.777,0.017,-0.017,8.592,0.026,-0.026,8.027,0.051,-0.051,7.8,0.02,-0.02,10.4143,0.00059,-0.00059,2023-12-18,2023-10,2023-12-18,9.0,7.0,-7.0,0.0,2023-10-01,999.0,0.0008904254948452,1.26,178.0812917684495,0.9971384329513784,0.7356116444719728,109.99701677825034,12.996852764276536,2.89,-0.48,0.48,2.89,6.961847829396681,0.2919687403104114,13.386353735117888,-0.6286162554619756,-1.4591525560127936,-0.7917294437614397
3850,TOI-178 b,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,1.914558,1.8e-05,-1.8e-05,0.0,0.02607,0.00078,-0.00078,0.0,1.152,0.073,-0.07,0.0,0.103,0.007,-0.006,0.0,1.5,0.39,-0.44,0.0,0.00472,0.00123,-0.00138,0.0,Mass,,,,,195.00183885347408,,,,1040.0,22.0,-21.0,0.0,88.8,0.8,-1.3,0.0,0,1.692,0.056,-0.086,0.0,8.61,0.21,-0.22,0.0,0.0162483192357448,0.00097,-0.00097,0.0,,,,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.0,70.0,-70.0,0.0,0.65,0.01,-0.01,0.0,0.65,0.03,-0.03,0.0,-0.23,0.05,-0.05,0.0,[Fe/H],4.45,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,9.372,0.021,-0.021,8.761,0.023,-0.023,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,2021-03-12,2021-05,2021-03-18,7.1,6.1,-5.3,0.0,2021-05-01,1040.0,0.0002640078779866,0.19,6.365410338642867,1.0,1.019438340043357,33.97596798750924,2.7066314944243115,1.5,-0.44,0.39,1.5,11.088053385416668,0.9168146359529851,12.764192539833916,-0.7066844625467514,-1.4844698123500013,-0.9961009490134094
3865,TOI-1807 b,TOI-1807,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.54937097,7.2e-07,-7.2e-07,0.0,0.0122,0.0002,-0.0002,0.0,1.497,0.081,-0.068,0.0,0.134,0.007,-0.006,0.0,2.44,0.6,-0.57,0.0,0.00768,0.00189,-0.00179,0.0,Mass,0.0,,,0.0,1682.2583047767864,,,,1694.09703376,32.347582782,-32.4667110864,0.0,82.0,2.0,-2.0,0.0,0,0.9772115,0.0204535,-0.0186458,0.0,3.8,0.2,-0.2,0.0,0.0182991053615064,0.00085,-0.00065,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4914.0,60.0,-58.0,0.0,0.75,0.02,-0.02,0.0,0.8,0.02,-0.03,0.0,0.044,0.088,-0.095,0.0,[Fe/H],4.6,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m07.83s,201.2826259,+38d55m20.52s,38.9223671,42.5775,0.0622,-0.062,10.0,0.03,-0.03,8.103,0.023,-0.023,7.605,0.018,-0.018,7.568,9.995,-9.995,9.67517,0.000292,-0.000292,2024-07-23,2024-06,2024-07-23,2.1,3.4,-1.5,0.0,2024-06-01,1694.09703376,0.0003348572570315,0.19,18.84711718667941,0.832510767652524,0.6640609476618148,88.86511230907148,11.68392031172887,2.44,-0.57,0.6,2.44,10.681081602081917,0.6232543444031774,14.280978642037411,-0.8682503411997464,-1.854394524674323,-0.6946603454476881
3630,L 98-59 b,L 98-59,0,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>,2.2531154,1.7e-06,-1.7e-06,0.0,0.02191,0.0008,-0.00084,0.0,0.85,0.061,-0.047,0.0,0.076,0.005,-0.004,0.0,0.47,0.13,-0.15,0.0,0.00148,0.00041,-0.00047,0.0,Mass,0.167,0.034,-0.16,0.0,24.7,5.0,-4.1,0.0,627.0,33.0,-36.0,0.0,87.71,1.16,-0.44,0.0,0,0.992,0.09,-0.032,0.0,15.0,1.4,-1.0,0.0,0.0251377586742524,0.00072,-0.00072,0.0,,,,,<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>,M3 V,3367.0,150.0,-150.0,0.0,0.31,0.01,-0.01,0.0,0.31,0.01,-0.01,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],4.86,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.933,0.027,-0.027,7.359,0.049,-0.049,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,2024-06-10,2024-06,2024-06-10,1.0,,,-1.0,2024-06-01,619.7535658558058,0.0006319069111649,0.19,41.47707927462899,0.7776635239238154,0.5269845521059151,30.95163447488961,5.045926034060191,0.47,-0.15,0.13,0.47,6.38159169550173,0.8425696011300606,8.317894788563413,-1.0735111895555938,-1.6222820898067847,-2.0720613206823777
86,GJ 1252 b,GJ 1252,0,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,0.5182464,2.3e-06,-2.3e-06,0.0,0.00915,0.00015,-0.00015,0.0,1.193,0.074,-0.074,0.0,0.106,0.007,-0.007,0.0,1.32,0.28,-0.28,0.0,0.00415,0.00088,-0.00088,0.0,Mass,0.0,,,0.0,233.0,48.0,-41.0,0.0,1089.0,69.0,-69.0,0.0,85.0,2.1,-1.8,0.0,0,0.724,0.013,-0.013,0.0,5.05,6.35,-2.73,0.0,0.028044335717945,0.0009,-0.0009,0.0,,,,,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458.0,140.0,-133.0,0.0,0.39,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,0.1,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.373,0.0192,-0.0192,12.68,0.2,-0.2,8.697,0.019,-0.019,8.161,0.034,-0.034,7.915,0.023,-0.023,11.2364,0.000806,-0.000806,2024-03-04,2023-03,2024-03-04,3.9,0.4,-0.4,0.0,2023-03-01,1086.1349184548212,0.0007864847658608,0.19,31.802082719727228,1.033815877593682,0.7719282188758129,146.48906228883723,16.415816589447072,1.32,-0.28,0.28,1.32,9.098337676682014,0.7413500322571914,11.766321219525524,-1.25884992680617,-1.976958525179372,-1.9212890165807273
4085,TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,0.548177,1.9e-05,-1.9e-05,0.0,0.01189,0.00041,-0.0004,0.0,1.166,0.061,-0.058,0.0,0.104,0.005,-0.005,0.0,1.42,0.18,-0.18,0.0,0.00447,0.00057,-0.00057,0.0,Mass,0.063,0.073,-0.044,0.0,1138.0,123.0,-112.0,0.0,1617.0,41.0,-41.0,0.0,82.09,2.53,-1.31,0.0,0,0.998,0.05,-0.044,0.0,3.769,0.09,-0.09,0.0,0.0157202322671198,0.00072,-0.0007,0.0,,,,,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,8.403,0.024,-0.024,7.848,0.038,-0.038,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,2022-05-09,2022-04,2022-05-09,5.0,0.2,-0.2,0.0,2022-04-01,1614.6573038187864,0.0002471257025321,0.19,15.453378569123526,0.9323021117218956,0.7091309132084236,68.66822503347652,8.437486945321904,1.42,-0.18,0.18,1.42,10.246139180732534,0.8469936440079033,12.344367816765892,-1.259524450195115,-2.0335691342518496,-1.6943371770527227
