Unnamed: 0,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,st_age,st_ageerr1,st_ageerr2,st_agelim,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM,pl_masse,pl_masseerr2,pl_masseerr1,pl_masse_calc,pl_g,pl_rho_ratio,pl_vesc,score_CO2,score_CH4,score_N2O2
3648,LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>,5.3587635,4.4e-06,-4.5e-06,0.0,0.0381,0.00067,-0.0007,0.0,1.34,0.11,-0.06,0.0,0.12,0.01,-0.005,0.0,2.73,0.25,-0.23,0.0,0.00859,0.00079,-0.00072,0.0,Mass,0.19,0.35,-0.14,0.0,5.7,1.3,-1.1,0.0,431.0,23.0,-23.0,0.0,89.53,0.33,-0.4,0.0,0,1.366,0.019,-0.018,0.0,29.963,3.128,-3.128,0.0,0.0454998908639845,0.0012,-0.0012,0.0,,,,,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>,M3.0,3340.0,150.0,-150.0,0.0,0.27,0.02,-0.01,0.0,0.26,0.01,-0.01,0.0,-0.34,0.09,-0.09,0.0,[Fe/H],4.97,0.06,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,0.003805,-0.003805,10.59,0.046,-0.046,7.294,0.024,-0.024,6.774,0.038,-0.038,6.496,0.021,-0.021,10.0469,0.001234,-0.001234,2024-07-22,2023-10,2024-07-22,,,,,2023-10-01,429.5497887974894,0.0020702400686345,0.19,34.30767841376545,0.5825090353050478,0.3632104056983586,28.196935801290184,6.073782105293023,2.73,-0.23,0.25,2.73,14.914958788148807,0.9540912833967521,15.966248375068993,1.1144555987678986,-0.11219116551646569,0.7741000739092994
4335,WASP-47 e,WASP-47,1,1,4,Transit,2015,K2,1,Published Confirmed,0,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,0.78961,3e-05,-3e-05,0.0,0.0173,0.0038,-0.0038,0.0,1.83,0.02,-0.02,0.0,0.163,0.002,-0.002,0.0,9.0,0.6,-0.4,0.0,0.02832,0.00189,-0.00126,0.0,Mass,0.0,0.036,-0.02,0.0,4895.0,2087.0,-2087.0,0.0,,,,,86.73,1.76,-1.76,0.0,0,1.899,0.013,-0.013,0.0,3.2,0.2,-0.4,0.0,0.0144631343771839,0.00013,-0.00013,0.0,,,,,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,G9,5552.0,75.0,-75.0,0.0,1.16,0.01,-0.01,0.0,1.06,0.05,-0.05,0.0,0.38,0.05,-0.05,0.0,[Fe/H],4.34,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.888,-4.716,11.936,0.046,-0.046,10.613,0.022,-0.022,10.31,0.022,-0.022,10.192,0.026,-0.026,11.7889,0.000253,-0.000253,2024-08-16,2023-05,2024-08-16,6.5,2.6,-1.2,0.0,2023-05-01,2325.321300952904,0.0002091822560124,1.26,11.180167145226502,1.0,1.0,77.29470733294104,3.0353379325127903,9.0,-0.4,0.6,9.0,26.3638806772373,0.929154539323418,24.806738382249133,1.0319677330223636,-1.202117150882029,0.6702860490771538
3955,TOI-244 b,TOI-244,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,7.397225,2.6e-05,-2.3e-05,0.0,0.0559,0.0013,-0.0013,0.0,1.52,0.12,-0.12,0.0,0.136,0.011,-0.011,0.0,2.68,0.3,-0.3,0.0,0.00843,0.00094,-0.00094,0.0,Mass,,,,,7.3,0.4,-0.4,0.0,458.0,20.0,-20.0,0.0,88.32,0.16,-0.16,0.0,0,1.7,0.5,-0.5,0.0,28.1,1.8,-1.8,0.0,0.0324074196643166,0.0017,-0.0018,0.0,,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,M2.5 V,3433.0,100.0,-100.0,0.0,0.43,0.03,-0.03,0.0,0.43,0.03,-0.03,0.0,-0.39,0.07,-0.07,0.0,[Fe/H],4.66,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,22.0337,0.0334,-0.0333,12.861,0.069,-0.069,8.827,0.023,-0.023,8.251,0.033,-0.033,7.97,0.029,-0.029,11.553,0.001017,-0.001017,2023-10-09,2023-05,2023-10-09,7.0,4.0,-4.0,0.0,2023-05-01,456.9571856002789,0.0010502408492991,1.26,70.03338445620932,1.0,0.7894960901207804,17.689230671541235,1.932707969445242,2.68,-0.3,0.3,2.68,11.379328254847648,0.6433801265721503,14.853183952125677,1.0036845397360188,-0.06266097300719753,0.8733702737688298
4208,TRAPPIST-1 g,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,1,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,12.352446,5.4e-05,-5.4e-05,0.0,0.04683,0.0004,-0.0004,0.0,1.129,0.015,-0.013,0.0,0.101,0.001,-0.001,0.0,1.321,0.038,-0.038,0.0,0.00416,0.00012,-0.00012,0.0,Mass,0.00208,0.00058,-0.00058,0.0,0.25,0.01,-0.01,0.0,197.3,1.9,-1.9,0.0,89.742,0.012,-0.012,0.0,1,1.137,0.0047,-0.0047,0.0,84.591,0.382,-0.628,0.0,0.0862545505725648,0.00053,-0.00053,0.0,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0.0,0.09,0.0,-0.0,0.0,0.053,0.088,-0.088,0.0,[Fe/H],5.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2022-11-14,2021-02,2022-11-14,,,,,2021-02-01,196.57568516986024,0.0074398474944751,0.19,15.146068446277756,1.0,1.0,1.1607902643000183,0.0434521278946001,1.321,-0.038,0.038,1.321,10.16679206145103,0.8752864481933472,12.099805646140858,0.9878481659080987,0.2485465552941945,0.4258685317905034
3802,TOI-1468 b,TOI-1468,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,1.8805136,2.4e-06,-2.6e-06,0.0,,,,,1.28,0.038,-0.039,0.0,0.114,0.003,-0.003,0.0,3.21,0.24,-0.24,0.0,0.0101,0.00076,-0.00076,0.0,Mass,,,,,36.0,1.6,-1.4,0.0,682.2,7.4,-6.9,0.0,88.47,0.34,-0.29,0.0,0,,,,,13.14,0.21,-0.24,0.0,0.0345144036053403,,,,,,,,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,M3.0 V,3496.0,25.0,-25.0,0.0,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0,-0.04,0.07,-0.07,0.0,[Fe/H],5.0,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m36.93s,16.6538724,+19d13m29.71s,19.2249195,24.7399,0.0469,-0.0467,12.5,0.2,-0.2,9.343,0.021,-0.021,8.782,0.021,-0.021,8.497,0.017,-0.017,12.1172,0.000697,-0.000697,2022-11-07,2022-10,2022-11-07,,,,,2022-10-01,680.9581484937235,0.0011912440562323,0.19,9.895575678717805,1.0,0.9643586152833696,72.87913334905043,6.246841570573587,3.21,-0.24,0.24,3.21,19.22003173828125,1.242821328368387,17.71419772836329,0.8858735552483386,-0.6631703708539124,0.36247589475545405
316,HD 260655 c,HD 260655,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588,7e-05,-7e-05,0.0,0.04749,0.00039,-0.00039,0.0,1.533,0.051,-0.046,0.0,0.137,0.005,-0.004,0.0,3.09,0.48,-0.48,0.0,0.00972,0.00151,-0.00151,0.0,Mass,0.038,0.036,-0.022,0.0,16.1,0.3,-0.3,0.0,557.0,3.0,-3.0,0.0,87.79,0.08,-0.08,0.0,0,0.98,0.02,-0.02,0.0,23.37,0.47,-0.47,0.0,0.0319417568309224,0.001,-0.001,0.0,,,,,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.0,10.0,-10.0,0.0,0.44,0.0,-0.0,0.0,0.44,0.01,-0.01,0.0,-0.43,0.04,-0.04,0.0,[Fe/H],5.2,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055,0.00505,-0.00505,9.63,0.1,-0.1,6.674,0.024,-0.024,6.031,0.016,-0.016,5.862,0.024,-0.024,8.876041,0.000554,-0.000554,2022-06-27,2022-04,2022-06-27,5.0,3.0,-3.0,0.0,2022-04-01,556.8667212588398,0.0010202758294457,1.26,195.471948544057,0.4097769200991021,0.2083108934654692,30.544202806885803,8.810206480224904,3.09,-0.48,0.48,3.09,12.898617882131274,0.701537688384171,15.881156259747087,0.8802573624731227,-0.31377452543222084,0.6635298646686363
4207,TRAPPIST-1 f,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,1,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,9.20754,3.2e-05,-3.2e-05,0.0,0.03849,0.00033,-0.00033,0.0,1.045,0.013,-0.012,0.0,0.093,0.001,-0.001,0.0,1.039,0.031,-0.031,0.0,0.00327,0.0001,-0.0001,0.0,Mass,0.01007,0.00068,-0.00068,0.0,0.37,0.01,-0.01,0.0,217.7,2.1,-2.1,0.0,89.74,0.019,-0.019,0.0,1,1.048,0.0042,-0.0042,0.0,69.543,0.314,-0.516,0.0,0.0798370286521968,0.00047,-0.00047,0.0,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0.0,0.09,0.0,-0.0,0.0,0.053,0.088,-0.088,0.0,[Fe/H],5.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2022-11-14,2021-02,2022-11-14,,,,,2021-02-01,216.81794653385305,0.0063739511440116,0.19,16.84300818029854,1.0,1.0,2.2771488796255186,0.0852410356940756,1.039,-0.031,0.031,1.039,9.333659943682608,0.9006673326937042,11.153818808843592,0.6118791586133717,-0.024373376756276433,-0.14826972653139225
3632,L 98-59 d,L 98-59,0,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>,7.450737,5.4e-06,-5.4e-06,0.0,0.0486,0.0018,-0.0019,0.0,1.58,0.08,-0.08,0.0,0.141,0.007,-0.007,0.0,2.14,0.25,-0.29,0.0,0.00673,0.00079,-0.00091,0.0,Mass,0.098,0.027,-0.096,0.0,5.01,1.02,-0.83,0.0,416.0,20.0,-20.0,0.0,88.449,0.058,-0.111,0.0,0,0.84,0.15,-0.2,0.0,33.7,1.9,-1.7,0.0,0.0467266573003751,0.0011,-0.0011,0.0,,,,,<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>,M3 V,3367.0,150.0,-150.0,0.0,0.31,0.01,-0.01,0.0,0.31,0.01,-0.01,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],4.94,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.933,0.027,-0.027,7.359,0.049,-0.049,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,2024-06-10,2024-06,2024-06-10,1.0,,,-1.0,2024-06-01,415.9146589516007,0.0021833805024666,1.26,260.3807492454053,0.7776635239238154,0.5269845521059151,25.70189173351726,4.190080647533031,2.14,-0.29,0.25,2.14,8.409469636276237,0.47713888462015275,13.01824078097032,0.587188145932168,-0.29766986422592767,0.188823812397642
3631,L 98-59 c,L 98-59,0,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>,3.6906716,1.5e-06,-1.5e-06,0.0,0.0304,0.0011,-0.0012,0.0,1.34,0.07,-0.07,0.0,0.12,0.006,-0.006,0.0,2.25,0.24,-0.24,0.0,0.00708,0.00076,-0.00076,0.0,Mass,0.049,0.015,-0.047,0.0,12.8,2.6,-2.1,0.0,553.0,27.0,-26.0,0.0,88.11,0.36,-0.16,0.0,0,1.346,0.122,-0.069,0.0,19.0,1.2,-0.8,0.0,0.0396289372041156,0.00068,-0.00068,0.0,,,,,<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>,M3 V,3367.0,150.0,-150.0,0.0,0.31,0.01,-0.01,0.0,0.31,0.01,-0.01,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],4.94,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.933,0.027,-0.027,7.359,0.049,-0.049,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,2024-06-10,2024-06,2024-06-10,1.0,,,-1.0,2024-06-01,525.8323346057657,0.0015704526639277,0.19,28.801120128436057,0.7776635239238154,0.5269845521059151,45.390253069921606,7.399798541944844,2.25,-0.24,0.24,2.25,12.292548451770994,0.8160779806477506,14.494819665030425,0.48357325775072213,-0.5432921185274138,0.372614333365455
97,GJ 486 b,GJ 486,1,1,1,Radial Velocity,2021,Calar Alto Observatory,1,Published Confirmed,0,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240815123W/abstract target=ref>Weiner Mansfield et al. 2024</a>,1.46712127,3.1e-07,-3.5e-07,0.0,0.01714,0.00013,-0.00013,0.0,1.289,0.019,-0.014,0.0,0.115,0.002,-0.001,0.0,2.77,0.076,-0.073,0.0,0.00872,0.00024,-0.00023,0.0,Mass,0.00086,0.0016,-0.00043,0.0,39.2,1.7,-1.6,0.0,696.3,7.2,-7.3,0.0,89.39,0.41,-0.42,0.0,0,1.0158,0.00098,-0.00084,0.0,11.38,0.074,-0.15,0.0,0.036929400693546,6e-05,-6e-05,0.0,,,,,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240815123W/abstract target=ref>Weiner Mansfield et al. 2024</a>,M3.5 V,3317.0,36.0,-37.0,0.0,0.32,0.0,-0.0,0.0,0.31,0.01,-0.01,0.0,-0.15,0.13,-0.12,0.0,[Fe/H],4.91,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,8.07426,0.004095,-0.004095,11.39,0.1,-0.1,7.195,0.026,-0.026,6.666,0.046,-0.046,6.362,0.018,-0.018,10.094,0.000746,-0.000746,2024-09-28,2024-08,2024-09-28,4.0,4.0,-3.0,0.0,2024-08-01,695.6107943416796,0.0013637806355844,0.19,36.316077981023085,0.5538294266800867,0.3290448668318366,94.76588777547911,21.712474812655238,2.77,-0.073,0.076,2.77,16.354713542591398,1.0854361820597582,16.397867864334426,0.4670513468843487,-0.8266465804553107,0.06666924602331936
3634,LHS 1140 c,LHS 1140,1,1,2,Transit,2018,Multiple Observatories,1,Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,3.77794,2e-06,-2e-06,0.0,0.027,0.0005,-0.0005,0.0,1.272,0.026,-0.026,0.0,0.113,0.002,-0.002,0.0,1.91,0.06,-0.06,0.0,0.00601,0.00019,-0.00019,0.0,Mass,0.05,,,1.0,5.3,0.4,-0.4,0.0,422.0,7.0,-7.0,0.0,89.8,0.14,-0.19,0.0,0,1.13,0.02,-0.02,0.0,26.57,0.05,-0.05,0.0,0.0530070641734289,0.00013,-0.00013,0.0,,,,,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,M4.5 V,3096.0,48.0,-48.0,0.0,0.22,0.0,-0.0,0.0,0.18,0.0,-0.0,0.0,-0.15,0.09,-0.09,0.0,[Fe/H],5.04,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,14.9861,0.0153,-0.0152,14.15,0.062,-0.062,9.612001,0.023,-0.023,9.092,0.026,-0.026,8.821,0.024,-0.024,12.6706,0.000356,-0.000356,2024-03-04,2024-01,2024-03-04,5.0,,,-1.0,2024-01-01,421.8069811790881,0.002809748852286,0.19,21.3328937001668,1.0,1.0,39.2357882437323,2.89694115902491,1.91,-0.06,0.06,1.91,11.580522427910289,0.8319881782971406,13.707147451186636,0.3980193197112213,-0.5047250847368173,0.1965487275873694
93,GJ 357 b,GJ 357,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,3.930623,1e-05,-1e-05,0.0,0.036,0.0004,-0.0004,0.0,1.2,0.06,-0.06,0.0,0.107,0.005,-0.005,0.0,1.84,0.31,-0.31,0.0,0.00579,0.00098,-0.00098,0.0,Mass,,,,,12.6,1.1,-0.8,0.0,518.0,44.0,-44.0,0.0,89.12,0.37,-0.31,0.0,0,1.291,0.123,-0.123,0.0,19.4,1.4,-1.3,0.0,0.0323572533800065,0.0009,-0.0009,0.0,,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.0,51.0,-51.0,0.0,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0,-0.12,0.16,-0.16,0.0,[Fe/H],4.94,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511,10.91,0.1,-0.1,7.337,0.034,-0.034,6.74,0.033,-0.033,6.475,0.017,-0.017,9.88036,0.00144,-0.00144,2024-03-04,2023-03,2024-03-04,,,,,2023-03-01,523.7661558121548,0.0010469918462979,0.19,27.558724559831195,0.5950958404304738,0.3578055802880148,28.328223076680587,6.161360583296541,1.84,-0.31,0.31,1.84,12.535000000000002,0.9622415020636634,13.851354523727908,0.36475383431217523,-0.5376342026477583,0.19940329194092454
4030,TOI-406 c,TOI-406,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,3.307441,1e-05,-8e-06,0.0,0.0322,0.0013,-0.0013,0.0,1.32,0.12,-0.12,0.0,0.118,0.011,-0.011,0.0,2.08,0.23,-0.22,0.0,0.00654,0.00072,-0.00069,0.0,Mass,0.032,0.037,-0.023,0.0,19.0,3.0,-3.0,0.0,584.0,22.0,-22.0,0.0,87.6,0.3,-0.4,0.0,0,1.05,0.05,-0.05,0.0,17.6,1.1,-1.3,0.0,0.0295161286929816,0.0016,-0.0017,0.0,,,,,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,M3,3392.0,44.0,-44.0,0.0,0.41,0.03,-0.03,0.0,0.41,0.05,-0.04,0.0,-0.02,0.04,-0.04,0.0,[M/H],4.69,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h17m03.03s,49.2626428,-42d14m38.94s,-42.2441492,31.0597,0.0341,-0.034,13.773,0.038,-0.038,9.695,0.023,-0.023,9.128,0.023,-0.023,8.848,0.021,-0.021,12.5528,0.000332,-0.000332,2024-12-16,2024-09,2024-12-16,,,,,2024-09-01,580.4077411204967,0.0008712018530206,0.19,8.347905849945077,1.0,1.0,34.538877967633624,2.518636640772264,2.08,-0.22,0.23,2.08,11.710743801652892,0.7985696677234316,14.041666646137928,0.357650772332625,-0.5920766726355803,0.1962378879607467
3635,LHS 1478 b,LHS 1478,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,1.9495378,4e-06,-4.1e-06,0.0,0.01848,0.00061,-0.00063,0.0,1.242,0.051,-0.049,0.0,0.111,0.005,-0.004,0.0,2.33,0.2,-0.2,0.0,0.00733,0.00063,-0.00063,0.0,Mass,,,,,20.951916667793355,,,,595.0,10.0,-10.0,0.0,87.452,0.052,-0.048,0.0,0,0.705,0.011,-0.011,0.0,16.119,0.088,-0.094,0.0,0.0455460698576972,0.0011,-0.001,0.0,,,,,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,m3 V,3381.0,54.0,-54.0,0.0,0.25,0.01,-0.01,0.0,0.24,0.01,-0.01,0.0,-0.13,0.19,-0.19,0.0,[Fe/H],4.87,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276,0.011,-0.011,13.304,0.04,-0.04,9.615,0.026,-0.026,9.028,0.029,-0.029,8.767,0.022,-0.022,12.2598,0.000277,-0.000277,2021-04-23,2021-05,2021-04-23,,,,,2021-05-01,595.0,0.0020744444794822,0.19,17.75821933897774,1.0,1.0585283272685044,89.26421449962253,6.756700674196306,2.33,-0.2,0.2,2.33,14.81773203575346,1.0525415865519034,15.321141347364234,0.29516631855618125,-0.782093576410761,0.09793422322948886
